Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 6B,80.0,80.0,100.0,80.0,80.0,84.0,25
United Services Recreation Club 2,100.0,80.0,80.0,80.0,80.0,84.0,25
Hong Kong Cricket Club 4,40.0,20.0,60.0,100.0,80.0,60.0,25
Kowloon Cricket Club 6A,60.0,80.0,60.0,60.0,40.0,60.0,25
Hong Kong Football Club 6B,80.0,60.0,40.0,40.0,40.0,52.0,25
Hong Kong Football Club 6A,0.0,40.0,80.0,60.0,40.0,44.0,25
Global Squash 1,0.0,60.0,40.0,0.0,80.0,36.0,25
Friend Club 3,20.0,20.0,20.0,40.0,40.0,28.0,25
Social Squash Team,60.0,60.0,20.0,0.0,0.0,28.0,25
Hong Kong Football Club 6C,60.0,0.0,0.0,40.0,20.0,24.0,25
