Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club L3C,80.0,60.0,40.0,60.0,15
Hong Kong Football Club L3B,100.0,20.0,40.0,53.333333333333336,15
i-Mask Advance Squash Club L3,40.0,40.0,80.0,53.333333333333336,15
Hong Kong Cricket Club Rockettes,25.0,100.0,25.0,50.0,12
Hong Kong Football Club L3A,25.0,25.0,75.0,41.666666666666664,12
JESSICA L3,20.0,60.0,40.0,40.0,15
