Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Electrify Squash Div 15,19,18,1,96,78,17,1,11,0,0
RELAY 2,19,14,5,83,69,26,0,20,0,0
Squash-On,19,13,6,72,59,35,3,14,0,1
Squashathon MeGa,19,8,10,50,42,50,7,5,0,5
Fusion Squash Club 3,19,7,12,49,42,53,0,13,0,5
TNG 3,19,8,11,44,38,57,10,2,0,5
i-Mask Advance Squash Club 6,19,6,13,40,34,61,17,5,0,5
Serve - Ivors,19,1,17,-7,14,77,32,0,21,0
