Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
JESSICA L4,16,14,2,56,42,6,0,3,0,1
Hong Kong Cricket Club L4,17,16,1,55,39,12,0,1,0,0
Hong Kong Football Club JSA,16,11,5,45,35,13,0,5,1,0
Hong Kong Football Club L4,16,5,11,23,18,30,0,1,0,0
JESSICA Smashin' Mochi,16,4,12,18,16,32,1,1,2,0
i-Mask Advance Squash Club L4,16,4,12,13,10,38,5,2,1,3
Electrify Squash Ladies,17,3,14,13,11,40,7,0,1,1
