Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,11,9,2,35,26,7,0,0,0,0
Hong Kong Football Club M1A,10,7,3,25,18,12,2,0,0,0
Hong Kong Cricket Club M1B,10,6,4,23,17,13,0,0,0,0
Hong Kong Cricket Club M1A,12,3,9,15,12,24,0,2,0,0
Ladies Recreation Club M1,11,2,9,10,8,25,0,0,0,0
