Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 6B,14,14,0,69,55,15,0,0,0,0
United Services Recreation Club 2,14,10,4,55,45,25,0,0,0,0
Hong Kong Cricket Club 4,13,8,5,44,36,29,0,0,0,0
Hong Kong Football Club 6C,14,7,7,44,37,33,0,0,0,0
Kowloon Cricket Club 6A,13,7,6,44,37,28,0,0,0,0
Hong Kong Football Club 6B,14,7,7,42,35,35,0,1,0,0
Hong Kong Football Club 6A,14,7,7,41,34,36,0,0,0,0
Global Squash 1,14,6,8,34,28,42,0,0,0,0
Friend Club 3,14,2,12,24,22,48,1,0,0,0
Social Squash Team,14,1,13,17,16,54,0,0,0,0
