Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club L2,18,17,1,74,57,15
Hong Kong Football Club L2B,18,14,4,62,48,24
JESSICA L2,18,9,9,55,46,27
Hong Kong Football Club L2A,18,6,12,39,33,39
Hong Kong Football Club L2C,18,5,13,21,18,55
Hong Kong Cricket Club L2,18,3,15,18,15,57
