Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
X-Alpha 3,16,12,4,66,55,25
UST,16,10,6,54,44,36
The Best Group 1,15,8,7,47,39,36
Hong Kong Football Club 7A,16,8,8,46,38,42
Hong Kong Cricket Club 5,15,7,8,43,36,39
Kinetic 1,15,5,10,40,35,40
Vitality Squash 1,15,4,11,25,23,52
