Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Royal Hong Kong Yacht Club Div 15,15,12,3,67,55,20
Squashathon One,15,9,6,53,44,31
Hong Kong Cricket Club 8,17,7,10,48,41,44
Physical Chess 5,15,9,6,45,38,37
HKIS Div 15,15,9,6,44,35,40
United Services Recreation Club 4,15,6,9,36,32,43
Sha Tin 7,16,2,14,27,25,55
