Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club 3A,16,14,2,68,54,26
Young Player 3,16,11,5,64,53,27
Happy Squash 1,16,11,5,62,51,29
Kowloon Cricket Club 3A,16,11,5,61,52,28
Kowloon Cricket Club 3B,16,10,6,54,44,36
NEXUS 1,16,6,10,40,34,46
TNGX,16,5,11,34,29,51
Sha Tin 1,16,3,13,28,25,55
Hong Kong Football Club 3B,16,1,15,19,18,62
