Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Friend Club,18,15,3,77,62,28
Kowloon Cricket Club 9,18,13,5,67,54,36
i-Mask Advance Squash Club 3,18,12,6,66,54,36
Centre Squash,18,9,9,53,44,46
Kwai Tsing District Squash Club,18,8,10,52,44,46
Hong Kong Football Club 9,18,8,10,51,43,47
The Best Group 2,18,5,13,37,32,58
HKPF Squash Team,18,2,16,29,27,63
