Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club 2,15,14,1,63,49,11
Hong Kong Football Club 2A,14,11,3,48,37,19
Hong Kong Football Club 2B,15,7,8,37,30,30
Hong Kong Cricket Club 2,14,4,10,21,17,39
Young Player 2,14,0,14,11,11,45
