Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Twister,Cornwall Street Squash Centre,4.5,3.0,1.5
Kinetic 3,HK Squash Centre,2.2,1.0,1.2000000000000002
Kowloon Cricket Club 9,Kowloon Cricket Club,2.2857142857142856,1.6,0.6857142857142855
i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,3.0,2.5,0.5
Hong Kong Football Club 9,Hong Kong Football Club,3.3333333333333335,3.0,0.3333333333333335
The Hong Kong Jockey Club Div 9,HKJC Sha Tin Club House,2.4285714285714284,2.3333333333333335,0.0952380952380949
Centre Squash,HK Squash Centre,2.8333333333333335,2.8,0.03333333333333366
The Squash Club 2,Cornwall Street Squash Centre,4.666666666666667,5.0,-0.33333333333333304
BOSS,Cornwall Street Squash Centre,0.6666666666666666,1.0,-0.33333333333333337
HKPF Squash Team,Cornwall Street Squash Centre,1.3333333333333333,2.3333333333333335,-1.0000000000000002
