Team Name,Home,Average Home Score,Average Away Score,home_away_diff
SKCSC M4,Masters - Cornwall Street Squash Centre,4.666666666666667,2.1666666666666665,2.5000000000000004
United Services Recreation Club M4,United Services Recreation Club,3.5714285714285716,1.3333333333333333,2.238095238095238
Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club,1.2222222222222223,0.0,1.2222222222222223
Hong Kong Club Blue,The Hong Kong Club,2.1666666666666665,1.0,1.1666666666666665
Hong Kong Football Club M4B,Hong Kong Football Club,3.5,2.4285714285714284,1.0714285714285716
Bolton,Masters - Harbour Road Sports Centre,2.0,1.0,1.0
Kowloon Cricket Club M4,Kowloon Cricket Club,3.0,2.5714285714285716,0.4285714285714284
WAKO,Masters - Harbour Road Sports Centre,3.5,3.1666666666666665,0.3333333333333335
Hong Kong Football Club M4A,Hong Kong Football Club,3.3333333333333335,3.75,-0.4166666666666665
Hong Kong Cricket Club M4,Hong Kong Cricket Club,2.5,3.0,-0.5
