Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
LONGVIEW,v,Sha Tin 3,HK Squash Centre,19:00:00,"0-5(0-3,0-3,1-3,0-3,WO)",1,03/10/2025
Kinetic 2,v,Physical Chess 3,Yuen Long Jockey Club Squash Courts,19:00:00,"1-4(0-3,2-3,0-3,3-1,0-3)",1,03/10/2025
TOMCAT,v,Squashathon Zero,Cornwall Street Squash Centre,19:00:00,"2-3(2-3,3-1,3-2,1-3,0-3)",1,03/10/2025
i-Mask Advance Squash Club 2,v,[BYE],,,,1,03/10/2025
Physical Chess 3,v,TOMCAT,Cornwall Street Squash Centre,19:00:00,"4-1(2-3,3-0,3-0,3-0,3-0)",2,10/10/2025
Sha Tin 3,v,Kinetic 2,Cornwall Street Squash Centre,19:00:00,"2-3(1-3,3-0,1-3,2-3,3-0)",2,10/10/2025
i-Mask Advance Squash Club 2,v,LONGVIEW,Cornwall Street Squash Centre,19:00:00,"5-0(3-0,3-0,3-1,3-0,3-0)",2,10/10/2025
Squashathon Zero,v,[BYE],,,,2,10/10/2025
Kinetic 2,v,i-Mask Advance Squash Club 2,Yuen Long Jockey Club Squash Courts,19:00:00,"2-3(0-3,3-1,2-3,1-3,CR)",3,17/10/2025
TOMCAT,v,Sha Tin 3,Cornwall Street Squash Centre,19:00:00,"1-4(0-3,2-3,3-2,1-3,0-3)",3,17/10/2025
Squashathon Zero,v,Physical Chess 3,Cornwall Street Squash Centre,19:00:00,"2-3(3-0,0-3,3-2,1-3,1-3)",3,17/10/2025
LONGVIEW,v,[BYE],,,,3,17/10/2025
Sha Tin 3,v,Squashathon Zero,Cornwall Street Squash Centre,19:00:00,"2-3(3-0,2-3,3-0,0-3,1-3)",4,24/10/2025
i-Mask Advance Squash Club 2,v,TOMCAT,Cornwall Street Squash Centre,19:00:00,"4-1(3-2,3-2,3-2,3-0,2-3)",4,24/10/2025
LONGVIEW,v,Kinetic 2,Harbour Road Sports Centre,19:00:00,"1-4(0-3,3-2,0-3,1-3,2-3)",4,24/10/2025
Physical Chess 3,v,[BYE],,,,4,24/10/2025
TOMCAT,v,LONGVIEW,Kwun Chung Sports Centre,19:00:00,"4-1(3-1,3-0,3-0,0-3,3-0)",5,31/10/2025
Squashathon Zero,v,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,19:00:00,"2-3(0-3,0-3,3-0,0-3,3-0)",5,31/10/2025
Physical Chess 3,v,Sha Tin 3,Cornwall Street Squash Centre,19:00:00,"1-4(1-3,1-3,1-3,0-3,3-0)",5,31/10/2025
Kinetic 2,v,[BYE],,,,5,31/10/2025
i-Mask Advance Squash Club 2,v,Physical Chess 3,Cornwall Street Squash Centre,19:00:00,"4-1(1-3,3-0,3-1,3-1,3-1)",6,07/11/2025
LONGVIEW,v,Squashathon Zero,Harbour Road Sports Centre,19:00:00,"0-5(0-3,0-3,0-3,0-3,0-3)",6,07/11/2025
Kinetic 2,v,TOMCAT,Yuen Long Jockey Club Squash Courts,19:00:00,"2-3(0-3,1-3,0-3,3-0,3-0)",6,07/11/2025
Sha Tin 3,v,[BYE],,,,6,07/11/2025
Squashathon Zero,v,Kinetic 2,Cornwall Street Squash Centre,19:00:00,"4-1(3-0,3-0,3-0,0-3,3-0)",7,14/11/2025
Physical Chess 3,v,LONGVIEW,Cornwall Street Squash Centre,19:00:00,"5-0(3-2,3-1,3-0,3-0,3-0)",7,14/11/2025
Sha Tin 3,v,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,19:00:00,"3-2(3-0,0-3,3-0,3-2,2-3)",7,14/11/2025
TOMCAT,v,[BYE],,,,7,14/11/2025
Sha Tin 3,v,LONGVIEW,Cornwall Street Squash Centre,19:00:00,"5-0(3-0,3-0,3-0,3-0,3-2)",8,21/11/2025
Physical Chess 3,v,Kinetic 2,Cornwall Street Squash Centre,19:00:00,"4-1(3-2,3-0,0-3,3-1,3-1)",8,21/11/2025
Squashathon Zero,v,TOMCAT,Cornwall Street Squash Centre,19:00:00,"3-2(2-3,3-0,2-3,3-1,3-0)",8,21/11/2025
i-Mask Advance Squash Club 2,v,[BYE],,,,8,21/11/2025
TOMCAT,v,Physical Chess 3,Cornwall Street Squash Centre,19:00:00,"1-4(3-0,2-3,0-3,0-3,0-3)",9,28/11/2025
Kinetic 2,v,Sha Tin 3,Yuen Long Jockey Club Squash Courts,19:00:00,,9,28/11/2025
LONGVIEW,v,i-Mask Advance Squash Club 2,Kwun Chung Sports Centre,19:00:00,,9,28/11/2025
Squashathon Zero,v,[BYE],,,,9,28/11/2025
i-Mask Advance Squash Club 2,v,Kinetic 2,Cornwall Street Squash Centre,19:00:00,,10,12/12/2025
Sha Tin 3,v,TOMCAT,HK Squash Centre,19:00:00,,10,12/12/2025
Physical Chess 3,v,Squashathon Zero,Pei Ho Street Sports Centre,19:00:00,,10,12/12/2025
LONGVIEW,v,[BYE],,,,10,12/12/2025
Squashathon Zero,v,Sha Tin 3,Cornwall Street Squash Centre,19:00:00,,11,19/12/2025
TOMCAT,v,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,19:00:00,,11,19/12/2025
Kinetic 2,v,LONGVIEW,Yuen Long Jockey Club Squash Courts,19:00:00,,11,19/12/2025
Physical Chess 3,v,[BYE],,,,11,19/12/2025
LONGVIEW,v,TOMCAT,Kwun Chung Sports Centre,19:00:00,,12,09/01/2026
i-Mask Advance Squash Club 2,v,Squashathon Zero,HK Squash Centre,19:00:00,,12,09/01/2026
Sha Tin 3,v,Physical Chess 3,HK Squash Centre,19:00:00,,12,09/01/2026
Kinetic 2,v,[BYE],,,,12,09/01/2026
Physical Chess 3,v,i-Mask Advance Squash Club 2,HK Squash Centre,19:00:00,,13,16/01/2026
Squashathon Zero,v,LONGVIEW,Cornwall Street Squash Centre,19:00:00,,13,16/01/2026
TOMCAT,v,Kinetic 2,Cornwall Street Squash Centre,19:00:00,,13,16/01/2026
Sha Tin 3,v,[BYE],,,,13,16/01/2026
Kinetic 2,v,Squashathon Zero,Yuen Long Jockey Club Squash Courts,19:00:00,,14,23/01/2026
LONGVIEW,v,Physical Chess 3,Kwun Chung Sports Centre,19:00:00,,14,23/01/2026
i-Mask Advance Squash Club 2,v,Sha Tin 3,Cornwall Street Squash Centre,19:00:00,,14,23/01/2026
TOMCAT,v,[BYE],,,,14,23/01/2026
LONGVIEW,v,Sha Tin 3,Kwun Chung Sports Centre,19:00:00,,15,30/01/2026
Kinetic 2,v,Physical Chess 3,Yuen Long Jockey Club Squash Courts,19:00:00,,15,30/01/2026
TOMCAT,v,Squashathon Zero,Cornwall Street Squash Centre,19:00:00,,15,30/01/2026
i-Mask Advance Squash Club 2,v,[BYE],,,,15,30/01/2026
Physical Chess 3,v,TOMCAT,Cornwall Street Squash Centre,19:00:00,,16,06/02/2026
Sha Tin 3,v,Kinetic 2,Cornwall Street Squash Centre,19:00:00,,16,06/02/2026
i-Mask Advance Squash Club 2,v,LONGVIEW,Cornwall Street Squash Centre,19:00:00,,16,06/02/2026
Squashathon Zero,v,[BYE],,,,16,06/02/2026
Kinetic 2,v,i-Mask Advance Squash Club 2,Tai Kiu Market Squash Courts,19:00:00,,17,13/02/2026
TOMCAT,v,Sha Tin 3,Cornwall Street Squash Centre,19:00:00,,17,13/02/2026
Squashathon Zero,v,Physical Chess 3,Cornwall Street Squash Centre,19:00:00,,17,13/02/2026
LONGVIEW,v,[BYE],,,,17,13/02/2026
Sha Tin 3,v,Squashathon Zero,Cornwall Street Squash Centre,19:00:00,,18,06/03/2026
i-Mask Advance Squash Club 2,v,TOMCAT,Cornwall Street Squash Centre,19:00:00,,18,06/03/2026
LONGVIEW,v,Kinetic 2,Harbour Road Sports Centre,19:00:00,,18,06/03/2026
Physical Chess 3,v,[BYE],,,,18,06/03/2026
TOMCAT,v,LONGVIEW,Cornwall Street Squash Centre,19:00:00,,19,13/03/2026
Squashathon Zero,v,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,19:00:00,,19,13/03/2026
Physical Chess 3,v,Sha Tin 3,Cornwall Street Squash Centre,19:00:00,,19,13/03/2026
Kinetic 2,v,[BYE],,,,19,13/03/2026
i-Mask Advance Squash Club 2,v,Physical Chess 3,Cornwall Street Squash Centre,19:00:00,,20,20/03/2026
LONGVIEW,v,Squashathon Zero,Kwun Chung Sports Centre,19:00:00,,20,20/03/2026
Kinetic 2,v,TOMCAT,Yuen Long Jockey Club Squash Courts,19:00:00,,20,20/03/2026
Sha Tin 3,v,[BYE],,,,20,20/03/2026
Squashathon Zero,v,Kinetic 2,Cornwall Street Squash Centre,19:00:00,,21,27/03/2026
Physical Chess 3,v,LONGVIEW,Cornwall Street Squash Centre,19:00:00,,21,27/03/2026
Sha Tin 3,v,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,19:00:00,,21,27/03/2026
TOMCAT,v,[BYE],,,,21,27/03/2026
