Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Physical Chess 1,Cornwall Street Squash Centre,3.5,1.5,2.0
The Squash Club 1,Cornwall Street Squash Centre,2.3333333333333335,1.0,1.3333333333333335
Hong Kong Football Club 5A,Hong Kong Football Club,4.25,3.0,1.25
Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,2.8,1.75,1.0499999999999998
Uncle,Cornwall Street Squash Centre,2.75,1.75,1.0
X-Alpha 2,Cornwall Street Squash Centre,4.0,3.25,0.75
i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,1.25,0.6,0.65
Happy Squash 2,Wai Tsuen Sports Centre,2.625,2.125,0.5
Squashathon,Cornwall Street Squash Centre,2.3333333333333335,1.8571428571428572,0.4761904761904763
Hong Kong Football Club 5B,Hong Kong Football Club,2.4285714285714284,2.375,0.05357142857142838
