Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Physical Chess 1,80.0,100.0,70.0,77.77777777777779,88.88888888888889,83.33333333333333
Hong Kong Football Club 7B,100.0,77.77777777777779,66.66666666666666,71.42857142857143,71.42857142857143,77.46031746031746
Hong Kong Football Club 7A,90.0,70.0,80.0,60.0,62.5,72.5
X-Alpha 3,77.77777777777779,55.55555555555556,55.55555555555556,44.44444444444444,87.5,64.16666666666667
Kowloon Cricket Club 7,60.0,30.0,80.0,77.77777777777779,66.66666666666666,62.88888888888889
Twister 1,40.0,70.0,60.0,50.0,20.0,48.0
The Squash Club 1,33.33333333333333,33.33333333333333,55.55555555555556,62.5,37.5,44.44444444444444
Friend Club 2,33.33333333333333,55.55555555555556,44.44444444444444,37.5,50.0,44.166666666666664
Happy Squash 2,20.0,50.0,30.0,50.0,25.0,35.0
i-Mask Advance Squash Club 2,40.0,40.0,30.0,12.5,28.57142857142857,30.21428571428571
Fusion Squash Club 1,20.0,10.0,20.0,12.5,50.0,22.5
Hong Kong Racketlon Association 1,10.0,10.0,10.0,40.0,20.0,18.0
