Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club 1,75.0,100.0,75.0,83.33333333333333
Kowloon Cricket Club 1A,50.0,75.0,33.33333333333333,52.77777777777777
FWD,50.0,25.0,50.0,41.666666666666664
Hong Kong Cricket Club 1,50.0,25.0,50.0,41.666666666666664
Kowloon Cricket Club 1B,25.0,25.0,33.33333333333333,27.777777777777775
