Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Kinetic 3,40.0,80.0,90.0,100.0,90.0,80.0
Sha Tin Squash Rackets Club 6,80.0,60.0,70.0,80.0,88.88888888888889,75.77777777777779
Global Squash 2,77.77777777777779,55.55555555555556,77.77777777777779,66.66666666666666,55.55555555555556,66.66666666666667
ZOMA,55.55555555555556,44.44444444444444,75.0,71.42857142857143,71.42857142857143,63.57142857142858
Airporterz,77.77777777777779,88.88888888888889,55.55555555555556,44.44444444444444,33.33333333333333,60.0
Star River 2,55.55555555555556,55.55555555555556,66.66666666666666,33.33333333333333,37.5,49.722222222222214
Hong Kong Football Club 16,33.33333333333333,55.55555555555556,33.33333333333333,50.0,66.66666666666666,47.77777777777778
Winter Warriors,0.0,40.0,33.33333333333333,66.66666666666666,42.857142857142854,36.57142857142857
SQUASHTASTIC 8,50.0,70.0,30.0,30.0,0.0,36.0
CSD Squash Team,55.55555555555556,22.22222222222222,37.5,0.0,0.0,23.055555555555554
i-Mask Advance Squash Club 6,22.22222222222222,22.22222222222222,12.5,25.0,28.57142857142857,22.1031746031746
Latecomers,55.55555555555556,0.0,11.11111111111111,0.0,40.0,21.333333333333336
