Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Cricket Club 6,55.55555555555556,100.0,55.55555555555556,88.88888888888889,25.0,65.0
Squashathon Zero,90.0,60.0,40.0,55.55555555555556,77.77777777777779,64.66666666666666
i-Mask Advance Squash Club 3,90.0,50.0,60.0,70.0,37.5,61.5
Sha Tin Squash Rackets Club 3,40.0,70.0,60.0,40.0,66.66666666666666,55.33333333333333
Studio Pro,50.0,50.0,0.0,62.5,57.14285714285714,43.92857142857143
MERCURY,0.0,20.0,70.0,50.0,70.0,42.0
Kinetic 1,44.44444444444444,33.33333333333333,44.44444444444444,11.11111111111111,22.22222222222222,31.111111111111107
Ladies Recreation Club Div 12,25.0,12.5,62.5,14.285714285714285,33.33333333333333,29.52380952380952
