Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club L1A,100.0,100.0,80.0,93.33333333333333
Kowloon Cricket Club L1B,66.66666666666666,66.66666666666666,60.0,64.44444444444444
Kowloon Cricket Club L1A,66.66666666666666,66.66666666666666,40.0,57.77777777777777
Jessica,20.0,40.0,80.0,46.666666666666664
Hong Kong Cricket Club L1,40.0,20.0,0.0,20.0
Hong Kong Football Club L1B,0.0,0.0,25.0,8.333333333333334
