Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Football Club L3B,71.42857142857143,100.0,57.14285714285714,57.14285714285714,71.42857142857143
JESSICA Smashin' Mochi,25.0,37.5,100.0,100.0,65.625
Hong Kong Football Club L3A,71.42857142857143,57.14285714285714,57.14285714285714,50.0,58.92857142857142
Hong Kong Cricket Club Rockettes,50.0,62.5,42.857142857142854,66.66666666666666,55.50595238095238
Hong Kong Football Club L3C,57.14285714285714,71.42857142857143,28.57142857142857,28.57142857142857,46.428571428571416
Physical Chess Ladies,71.42857142857143,28.57142857142857,33.33333333333333,25.0,39.58333333333333
The Squash Club Ladies,12.5,0.0,25.0,12.5,12.5
