Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club L1B,7,5,2,18,13,8,0,0,0,0
JESSICA L1,7,4,3,17,13,8,0,0,0,0
Kowloon Cricket Club L1A,6,4,2,16,12,6,0,0,0,0
Hong Kong Football Club L1,6,3,3,11,8,10,0,0,0,0
Hong Kong Cricket Club L1,6,0,6,2,2,16,0,0,0,0
