Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
TNG 3,Serve - Ivors,Cornwall Street Squash Centre,13,2025-02-22,3.450490098019604,2.549509901980396
TNG 3,Squashathon MeGa,Cornwall Street Squash Centre,14,2025-03-01,2.5845169033806763,3.4154830966193237
RELAY 2,Serve - Ivors,Sir Denys Roberts Squash Court,14,2025-03-01,4.377675535107022,1.6223244648929787
i-Mask Advance Squash Club 6,Squash-On,Cornwall Street Squash Centre,14,2025-03-01,2.2866573314662935,3.7133426685337065
Electrify Squash Div 15,Squash-On,HK Squash Centre,15,2025-03-08,3.6007201440288057,2.3992798559711943
Serve - Ivors,i-Mask Advance Squash Club 6,HK Squash Centre,15,2025-03-08,2.7831566313262655,3.2168433686737345
Squashathon MeGa,RELAY 2,HK Squash Centre,15,2025-03-08,2.7305461092218444,3.2694538907781556
Fusion Squash Club 3,TNG 3,HK Squash Centre,15,2025-03-08,3.217243448689738,2.782756551310262
TNG 3,Electrify Squash Div 15,Cornwall Street Squash Centre,16,2025-03-15,1.9481896379275856,4.051810362072414
RELAY 2,Fusion Squash Club 3,Sir Denys Roberts Squash Court,16,2025-03-15,4.196039207841569,1.8039607921584317
i-Mask Advance Squash Club 6,Squashathon MeGa,Cornwall Street Squash Centre,16,2025-03-15,2.471494298859772,3.528505701140228
Squash-On,Serve - Ivors,HK Squash Centre,16,2025-03-15,4.246649329865973,1.753350670134027
Electrify Squash Div 15,Serve - Ivors,HK Squash Centre,17,2025-03-22,4.600720144028806,1.3992798559711943
Squashathon MeGa,Squash-On,HK Squash Centre,17,2025-03-22,2.7865573114622926,3.2134426885377074
Fusion Squash Club 3,i-Mask Advance Squash Club 6,HK Squash Centre,17,2025-03-22,3.202240448089618,2.797759551910382
TNG 3,RELAY 2,Cornwall Street Squash Centre,17,2025-03-22,2.142228445689138,3.857771554310862
RELAY 2,Electrify Squash Div 15,Sir Denys Roberts Squash Court,18,2025-03-29,2.816763352670534,3.183236647329466
i-Mask Advance Squash Club 6,TNG 3,Cornwall Street Squash Centre,18,2025-03-29,3.116623324664933,2.883376675335067
Squash-On,Fusion Squash Club 3,HK Squash Centre,18,2025-03-29,3.836767353470694,2.163232646529306
Serve - Ivors,Squashathon MeGa,HK Squash Centre,18,2025-03-29,2.0886177235447088,3.9113822764552912
Electrify Squash Div 15,Squashathon MeGa,HK Squash Centre,19,2025-04-05,3.8501700340068012,2.1498299659931988
Fusion Squash Club 3,Serve - Ivors,HK Squash Centre,19,2025-04-05,3.5125025005001,2.4874974994999
TNG 3,Squash-On,HK Squash Centre,19,2025-04-05,2.289257851570314,3.710742148429686
i-Mask Advance Squash Club 6,RELAY 2,HK Squash Centre,19,2025-04-05,2.034006801360272,3.965993198639728
i-Mask Advance Squash Club 6,Electrify Squash Div 15,Cornwall Street Squash Centre,20,2025-04-12,1.7511502300460091,4.248849769953991
Squash-On,RELAY 2,HK Squash Centre,20,2025-04-12,2.895379075815163,3.104620924184837
Serve - Ivors,TNG 3,HK Squash Centre,20,2025-04-12,2.7503500700140027,3.2496499299859973
Squashathon MeGa,Fusion Squash Club 3,HK Squash Centre,20,2025-04-12,3.6027205441088217,2.3972794558911783
i-Mask Advance Squash Club 6,Electrify Squash Div 15,Cornwall Street Squash Centre,21,2025-04-26,1.754350870174035,4.245649129825965
Squash-On,RELAY 2,HK Squash Centre,21,2025-04-26,2.9331866373274655,3.0668133626725345
Serve - Ivors,TNG 3,HK Squash Centre,21,2025-04-26,2.7529505901180236,3.2470494098819764
Squashathon MeGa,Fusion Squash Club 3,HK Squash Centre,21,2025-04-26,3.6309261852370476,2.3690738147629524
