Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
i-MASK Advance Squash Club 6,Revolution,Cornwall Street (CSPSC),1,10/10/2017,4-1,"['3-0', '3-0', '1-3', 'CR', 'CR']",4,1,13,3
Star River 1,Hong Kong Football Club 9,Cornwall Street (CSPSC),1,10/10/2017,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
ALPHA CUHK 1,Twister 1,Chinese University of HK (CUHK),1,10/10/2017,4-1,"['3-0', '3-0', '3-0', '0-3', '3-1']",4,1,12,4
Revolution,Hong Kong Football Club 9,HK Squash Centre (HKSC),2,17/10/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Twister 1,Star River 1,Cornwall Street (CSPSC),2,17/10/2017,3-2,"['3-2', '1-3', '3-0', '3-0', '0-3']",3,2,10,8
i-MASK Advance Squash Club 6,ALPHA CUHK 1,Cornwall Street (CSPSC),2,17/10/2017,5-0,"['3-0', '3-1', '3-0', '3-0', '3-1']",5,0,15,2
Star River 1,i-MASK Advance Squash Club 6,Cornwall Street (CSPSC),3,24/10/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '1-3']",0,5,1,15
ALPHA CUHK 1,Revolution,Chinese University of HK (CUHK),3,24/10/2017,5-0,"['3-0', '3-2', '3-0', 'CR', 'CR']",5,0,15,2
Hong Kong Football Club 9,Twister 1,Hong Kong Football Club (HKFC),3,24/10/2017,5-0,"['3-0', '3-0', '3-2', '3-0', '3-2']",5,0,15,4
Revolution,Twister 1,HK Squash Centre (HKSC),4,31/10/2017,3-2,"['3-0', '3-2', '3-0', 'CR', 'CR']",3,2,15,2
i-MASK Advance Squash Club 6,Hong Kong Football Club 9,Cornwall Street (CSPSC),4,31/10/2017,3-2,"['3-0', '3-0', '3-0', '1-3', '0-3']",3,2,10,6
ALPHA CUHK 1,Star River 1,Chinese University of HK (CUHK),4,31/10/2017,2-3,"['2-3', '3-0', '0-3', '3-2', '0-3']",2,3,8,11
Twister 1,i-MASK Advance Squash Club 6,Cornwall Street (CSPSC),5,07/11/2017,0-5,"['1-3', '0-3', '0-3', '0-3', '1-3']",0,5,2,15
Star River 1,Revolution,Cornwall Street (CSPSC),5,07/11/2017,3-2,"['1-3', '0-3', '3-0', '3-0', '3-2']",3,2,10,8
Hong Kong Football Club 9,ALPHA CUHK 1,Hong Kong Football Club (HKFC),5,07/11/2017,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Hong Kong Football Club 9,Star River 1,Hong Kong Football Club (HKFC),6,21/11/2017,4-1,"['3-1', '3-0', '0-3', '3-0', '3-0']",4,1,12,4
Revolution,i-MASK Advance Squash Club 6,HK Squash Centre (HKSC),6,21/11/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '1-3']",0,5,1,15
Twister 1,ALPHA CUHK 1,Cornwall Street (CSPSC),6,21/11/2017,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9
Star River 1,Twister 1,Cornwall Street (CSPSC),7,28/11/2017,4-1,"['3-0', '3-1', '3-2', '3-0', '2-3']",4,1,14,6
ALPHA CUHK 1,i-MASK Advance Squash Club 6,Chinese University of HK (CUHK),7,28/11/2017,1-4,"['0-3', '0-3', '3-0', '0-3', '0-3']",1,4,3,12
Hong Kong Football Club 9,Revolution,Hong Kong Football Club (HKFC),7,28/11/2017,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Revolution,ALPHA CUHK 1,HK Squash Centre (HKSC),8,05/12/2017,4-1,"['3-0', '2-3', '3-0', '3-0', '3-1']",4,1,14,4
i-MASK Advance Squash Club 6,Star River 1,Cornwall Street (CSPSC),8,05/12/2017,3-2,"['3-0', '0-3', '3-0', '1-3', '3-0']",3,2,10,6
Twister 1,Hong Kong Football Club 9,Cornwall Street (CSPSC),8,05/12/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0,5,2,15
Twister 1,Revolution,Cornwall Street (CSPSC),9,12/12/2017,3-2,"['0-3', '1-3', '3-0', '3-1', '3-0']",3,2,10,7
Star River 1,ALPHA CUHK 1,Cornwall Street (CSPSC),9,12/12/2017,4-1,"['3-1', '3-2', '3-0', '3-0', '1-3']",4,1,13,6
Hong Kong Football Club 9,i-MASK Advance Squash Club 6,Hong Kong Football Club (HKFC),9,12/12/2017,2-3,"['0-3', '1-3', '3-0', '3-0', '0-3']",2,3,7,9
Revolution,Star River 1,HK Squash Centre (HKSC),10,02/01/2018,1-4,"['1-3', '0-3', '3-0', 'CR', 'CR']",1,4,4,12
i-MASK Advance Squash Club 6,Twister 1,Cornwall Street (CSPSC),10,02/01/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
ALPHA CUHK 1,Hong Kong Football Club 9,Chinese University of HK (CUHK),10,02/01/2018,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
i-MASK Advance Squash Club 6,Revolution,Cornwall Street (CSPSC),11,09/01/2018,4-1,"['3-0', '3-0', '3-0', '1-3', '3-0']",4,1,13,3
Star River 1,Hong Kong Football Club 9,Cornwall Street (CSPSC),11,09/01/2018,1-4,"['3-0', '2-3', '0-3', '1-3', '1-3']",1,4,7,12
ALPHA CUHK 1,Twister 1,Chinese University of HK (CUHK),11,09/01/2018,3-2,"['3-0', '3-0', '3-1', '1-3', 'WO']",3,2,13,4
Revolution,Hong Kong Football Club 9,HK Squash Centre (HKSC),12,16/01/2018,0-5,"['1-3', '0-3', '1-3', '1-3', '0-3']",0,5,3,15
Twister 1,Star River 1,Cornwall Street (CSPSC),12,16/01/2018,1-4,"['0-3', '1-3', '3-2', '2-3', '1-3']",1,4,7,14
i-MASK Advance Squash Club 6,ALPHA CUHK 1,Cornwall Street (CSPSC),12,16/01/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Star River 1,i-MASK Advance Squash Club 6,Cornwall Street (CSPSC),13,23/01/2018,0-5,"['1-3', '1-3', '0-3', '1-3', '0-3']",0,5,3,15
ALPHA CUHK 1,Revolution,Chinese University of HK (CUHK),13,23/01/2018,3-2,"['3-2', '3-0', '0-3', '0-3', '3-0']",3,2,9,8
Hong Kong Football Club 9,Twister 1,Hong Kong Football Club (HKFC),13,23/01/2018,5-0,"['3-0', '3-2', '3-0', '3-0', 'CR']",5,0,15,2
Revolution,Twister 1,HK Squash Centre (HKSC),14,30/01/2018,3-2,"['3-1', '3-1', '2-3', '2-3', 'CR']",3,2,13,8
i-MASK Advance Squash Club 6,Hong Kong Football Club 9,Cornwall Street (CSPSC),14,30/01/2018,4-1,"['3-0', '3-0', '3-1', '3-0', '0-3']",4,1,12,4
ALPHA CUHK 1,Star River 1,Chinese University of HK (CUHK),14,30/01/2018,3-2,"['2-3', '3-2', '3-0', '3-2', 'CR']",3,2,14,7
Star River 1,Revolution,Cornwall Street (CSPSC),15,06/02/2018,3-2,"['3-0', '3-1', '0-3', '3-2', '0-3']",3,2,9,9
Twister 1,i-MASK Advance Squash Club 6,Cornwall Street (CSPSC),15,06/02/2018,0-5,"['0-3', '0-3', '0-3', '0-3', 'CR']",0,5,0,15
Hong Kong Football Club 9,ALPHA CUHK 1,Hong Kong Football Club (HKFC),15,06/02/2018,5-0,"['3-2', '3-2', '3-0', '3-0', '3-0']",5,0,15,4
Revolution,i-MASK Advance Squash Club 6,HK Squash Centre (HKSC),16,27/02/2018,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0,5,2,15
Twister 1,ALPHA CUHK 1,Cornwall Street (CSPSC),16,27/02/2018,1-4,"['1-3', '0-3', '0-3', '3-1', 'CR']",1,4,4,13
Hong Kong Football Club 9,Star River 1,Hong Kong Football Club (HKFC),16,27/02/2018,4-1,"['3-2', '3-0', '3-2', '3-0', '1-3']",4,1,13,7
Star River 1,Twister 1,Cornwall Street (CSPSC),17,06/03/2018,3-2,"['3-1', '3-0', '2-3', '2-3', '3-0']",3,2,13,7
ALPHA CUHK 1,i-MASK Advance Squash Club 6,Chinese University of HK (CUHK),17,06/03/2018,1-4,"['0-3', '3-1', '0-3', '0-3', '0-3']",1,4,3,13
Hong Kong Football Club 9,Revolution,Hong Kong Football Club (HKFC),17,06/03/2018,5-0,"['3-0', '3-0', '3-1', '3-0', '3-1']",5,0,15,2
Revolution,ALPHA CUHK 1,HK Squash Centre (HKSC),18,13/03/2018,4-1,"['3-0', '3-1', '3-0', '0-3', '3-0']",4,1,12,4
i-MASK Advance Squash Club 6,Star River 1,Cornwall Street (CSPSC),18,13/03/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Twister 1,Hong Kong Football Club 9,Cornwall Street (CSPSC),18,13/03/2018,1-4,"['0-3', '1-3', '0-3', '3-2', '0-3']",1,4,4,14
