Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hang Seng Management College,Perrier Sergio Tacchini KCC 5,Cornwall Street (CSPSC),1,09/10/2017,2-3,"['3-1', '3-2', '0-3', '0-3', '0-3']",2,3,6,12
Hong Kong Cricket Club 4,Honey Badgers 1,Hong Kong Cricket Club (HKCC),1,09/10/2017,2-3,"['3-0', '0-3', '3-2', '0-3', '0-3']",2,3,6,11
Target,Hong Kong Football Club 8B,Harbour Road (HRSC),1,09/10/2017,1-4,"['0-3', '0-3', '3-1', '1-3', '0-3']",1,4,4,13
Police 1,Hong Kong Cricket Club 5,Police Sports & Recreation Club (PSRC),1,09/10/2017,5-0,"['3-0', '3-0', '3-1', '3-0', '3-1']",5,0,15,2
Target,Hang Seng Management College,Harbour Road (HRSC),2,16/10/2017,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
Hong Kong Cricket Club 5,Hong Kong Cricket Club 4,Hong Kong Cricket Club (HKCC),2,16/10/2017,4-1,"['2-3', '3-2', '3-0', '3-0', '3-2']",4,1,14,7
Hong Kong Football Club 8A,Hong Kong Football Club 8B,Hong Kong Football Club (HKFC),2,16/10/2017,2-3,"['3-2', '0-3', '0-3', '3-0', '0-3']",2,3,6,11
Perrier Sergio Tacchini KCC 5,Police 1,Kowloon Cricket Club (KCC),2,16/10/2017,3-2,"['0-3', '2-3', '3-1', '3-1', '3-0']",3,2,11,8
Honey Badgers 1,Hong Kong Cricket Club 5,HK Squash Centre (HKSC),3,23/10/2017,3-2,"['3-1', '2-3', '3-2', '2-3', '3-2']",3,2,13,11
Hang Seng Management College,Hong Kong Football Club 8A,Cornwall Street (CSPSC),3,23/10/2017,2-3,"['3-0', '2-3', '3-1', '0-3', '1-3']",2,3,9,10
Hong Kong Cricket Club 4,Perrier Sergio Tacchini KCC 5,Hong Kong Cricket Club (HKCC),3,23/10/2017,0-5,"['0-3', '0-3', '0-3', '2-3', '0-3']",0,5,2,15
Police 1,Target,Police Sports & Recreation Club (PSRC),3,23/10/2017,2-3,"['3-2', '1-3', '2-3', '3-0', '0-3']",2,3,9,11
Hang Seng Management College,Hong Kong Football Club 8B,Cornwall Street (CSPSC),4,30/10/2017,0-5,"['0-3', '0-3', '1-3', '0-3', '0-3']",0,5,1,15
