Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Football Club 19,The Zero Squash Club 5,Hong Kong Football Club (HKFC),1,07/10/2017,2-3,"['0-3', '3-1', '0-3', '3-2', '0-3']",2,3,6,12
That's 5,Friend Club 10,Cornwall Street (CSPSC),1,07/10/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Head Shatin 7,RELAY 3,HK Squash Centre (HKSC),1,07/10/2017,4-1,"['3-0', '3-0', '3-0', '3-0', '0-3']",4,1,12,3
Dr. Squash 4,i-Mask Advance Squash Club 16,HK Squash Centre (HKSC),1,07/10/2017,1-4,"['0-3', '0-3', '0-3', '0-3', '3-2']",1,4,3,14
KYS 2,Dr. Squash 5,Java Road (JRSC),1,07/10/2017,4-1,"['3-1', '3-1', '1-3', '3-0', '3-0']",4,1,13,5
HDSC 1,Hong Kong Cricket Club Junior 3,Kwun Chung (KCSC),1,07/10/2017,2-3,"['3-1', '0-3', '0-3', '3-2', '0-3']",2,3,6,12
Dr. Squash 5,Dr. Squash 4,HK Squash Centre (HKSC),2,14/10/2017,2-3,"['3-0', '3-0', '0-3', '0-3', '0-3']",2,3,6,9
KYS 2,Friend Club 10,Java Road (JRSC),2,14/10/2017,2-3,"['3-1', '0-3', '3-2', '0-3', '2-3']",2,3,8,12
i-Mask Advance Squash Club 16,The Zero Squash Club 5,Cornwall Street (CSPSC),2,14/10/2017,1-4,"['0-3', '0-3', '0-3', '0-3', '3-0']",1,4,3,12
HDSC 1,That's 5,Kwun Chung (KCSC),2,14/10/2017,2-3,"['3-2', '0-3', '3-0', '0-3', '0-3']",2,3,6,11
RELAY 3,Hong Kong Cricket Club Junior 3,Sir Denys Roberts (SDRSC),2,14/10/2017,2-3,"['3-2', '0-3', '0-3', '3-2', '1-3']",2,3,7,13
Head Shatin 7,Hong Kong Football Club 19,Cornwall Street (CSPSC),2,14/10/2017,4-1,"['3-2', '3-0', '3-1', '3-0', '0-3']",4,1,12,6
Dr. Squash 4,KYS 2,Cornwall Street (CSPSC),3,11/11/2017,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
That's 5,RELAY 3,Cornwall Street (CSPSC),3,11/11/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Dr. Squash 5,The Zero Squash Club 5,HK Squash Centre (HKSC),3,11/11/2017,0-5,"['0-3', '0-3', '0-3', 'WO', 'WO']",0,5,0,15
Friend Club 10,HDSC 1,Cornwall Street (CSPSC),3,11/11/2017,3-2,"['0-3', '1-3', '3-0', '3-0', '3-0']",3,2,10,6
Head Shatin 7,i-Mask Advance Squash Club 16,Cornwall Street (CSPSC),3,11/11/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-1']",5,0,15,1
Hong Kong Cricket Club Junior 3,Hong Kong Football Club 19,Hong Kong Cricket Club (HKCC),3,11/11/2017,2-3,"['2-3', '0-3', '3-0', '3-2', 'WO']",2,3,8,11
Dr. Squash 5,Head Shatin 7,HK Squash Centre (HKSC),4,25/11/2017,0-5,"['0-3', '0-3', '1-3', '1-3', '2-3']",0,5,4,15
HDSC 1,KYS 2,Kwun Chung (KCSC),4,25/11/2017,2-3,"['3-0', '3-0', '1-3', '2-3', '0-3']",2,3,9,9
i-Mask Advance Squash Club 16,Hong Kong Cricket Club Junior 3,Cornwall Street (CSPSC),4,25/11/2017,0-5,"['0-3', '0-3', '0-3', '2-3', '0-3']",0,5,2,15
Dr. Squash 4,The Zero Squash Club 5,Cornwall Street (CSPSC),4,25/11/2017,1-4,"['0-3', '0-3', '3-0', '0-3', '1-3']",1,4,4,12
RELAY 3,Friend Club 10,Sir Denys Roberts (SDRSC),4,25/11/2017,2-3,"['1-3', '3-2', '2-3', '0-3', 'WO']",2,3,6,14
Hong Kong Football Club 19,That's 5,Hong Kong Football Club (HKFC),4,25/11/2017,3-2,"['3-1', '3-1', '3-1', '0-3', '2-3']",3,2,11,9
Hong Kong Football Club 19,Friend Club 10,Hong Kong Football Club (HKFC),5,02/12/2017,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
KYS 2,The Zero Squash Club 5,Java Road (JRSC),5,02/12/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Head Shatin 7,Dr. Squash 4,Cornwall Street (CSPSC),5,02/12/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
That's 5,i-Mask Advance Squash Club 16,Cornwall Street (CSPSC),5,02/12/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
HDSC 1,RELAY 3,Kwun Chung (KCSC),5,02/12/2017,3-2,"['3-1', '3-0', '3-1', '0-3', '0-3']",3,2,9,8
Hong Kong Cricket Club Junior 3,Dr. Squash 5,Hong Kong Cricket Club (HKCC),5,02/12/2017,5-0,"['3-0', '3-0', '3-0', '3-1', '3-0']",5,0,15,1
Dr. Squash 5,That's 5,HK Squash Centre (HKSC),6,09/12/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
RELAY 3,KYS 2,Sir Denys Roberts (SDRSC),6,09/12/2017,3-2,"['0-3', '3-0', '3-0', '0-3', '3-0']",3,2,9,6
Hong Kong Cricket Club Junior 3,Dr. Squash 4,Hong Kong Cricket Club (HKCC),6,09/12/2017,5-0,"['3-0', '3-0', '3-1', '3-0', 'CR']",5,0,15,1
i-Mask Advance Squash Club 16,Friend Club 10,Cornwall Street (CSPSC),6,09/12/2017,4-1,"['3-0', '3-0', '3-0', '3-0', '1-3']",4,1,13,3
The Zero Squash Club 5,Head Shatin 7,Cornwall Street (CSPSC),6,09/12/2017,4-1,"['3-0', '3-0', '2-3', '3-1', '3-0']",4,1,14,4
Hong Kong Football Club 19,HDSC 1,Hong Kong Football Club (HKFC),6,09/12/2017,5-0,"['3-2', '3-0', '3-0', '3-0', '3-0']",5,0,15,2
