Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Island Squash Racquet Club,Hong Kong Cricket Club 3,HK Squash Centre (HKSC),1,11/10/2017,3-2,"['1-3', '3-1', '3-2', '0-3', '3-0']",3,2,10,9
That's 3,Perrier Sergio Tacchini KCC 4,Cornwall Street (CSPSC),1,11/10/2017,1-4,"['3-1', '2-3', '0-3', '2-3', '0-3']",1,4,7,13
Runners,Hong Kong Football Club 6,Kwun Chung (KCSC),1,11/10/2017,0-5,"['1-3', '0-3', '1-3', '0-3', '0-3']",0,5,2,15
Discovery Bay,Global 1,Discovery Bay (DB),1,11/10/2017,3-2,"['3-0', '3-0', '1-3', '3-0', '1-3']",3,2,11,6
Runners,Global 1,Kwun Chung (KCSC),2,18/10/2017,2-3,"['1-3', '3-0', '0-3', '3-1', '0-3']",2,3,7,10
Hong Kong Cricket Club 3,That's 3,Hong Kong Cricket Club (HKCC),2,18/10/2017,2-3,"['3-2', '1-3', '1-3', '2-3', '3-1']",2,3,10,12
Island Squash Racquet Club,Hong Kong Football Club 6,HK Squash Centre (HKSC),2,18/10/2017,0-5,"['2-3', '0-3', '0-3', '0-3', '1-3']",0,5,3,15
Perrier Sergio Tacchini KCC 4,Discovery Bay,Kowloon Cricket Club (KCC),2,18/10/2017,4-1,"['2-3', '3-1', '3-1', '3-0', '3-0']",4,1,14,5
Island Squash Racquet Club,Runners,HK Squash Centre (HKSC),3,25/10/2017,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
Global 1,Perrier Sergio Tacchini KCC 4,HK Squash Centre (HKSC),3,25/10/2017,0-5,"['1-3', '0-3', '1-3', '1-3', '1-3']",0,5,4,15
Hong Kong Football Club 6,That's 3,Hong Kong Football Club (HKFC),3,25/10/2017,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
Discovery Bay,Hong Kong Cricket Club 3,Discovery Bay (DB),3,25/10/2017,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15
Island Squash Racquet Club,That's 3,HK Squash Centre (HKSC),4,01/11/2017,2-3,"['3-0', '1-3', '1-3', '3-0', '1-3']",2,3,9,9
Runners,Perrier Sergio Tacchini KCC 4,Kwun Chung (KCSC),4,01/11/2017,0-5,"['0-3', '0-3', '1-3', '1-3', '0-3']",0,5,2,15
Hong Kong Cricket Club 3,Global 1,Hong Kong Cricket Club (HKCC),4,01/11/2017,4-1,"['3-1', '3-0', '3-1', '3-0', '0-3']",4,1,12,5
Discovery Bay,Hong Kong Football Club 6,Discovery Bay (DB),4,01/11/2017,2-3,"['3-1', '3-0', '0-3', '0-3', '0-3']",2,3,6,10
Global 1,Hong Kong Football Club 6,HK Squash Centre (HKSC),5,08/11/2017,0-5,"['1-3', '1-3', '0-3', '0-3', '0-3']",0,5,2,15
That's 3,Runners,Cornwall Street (CSPSC),5,08/11/2017,5-0,"['3-1', '3-1', '3-1', '3-0', '3-0']",5,0,15,3
Perrier Sergio Tacchini KCC 4,Hong Kong Cricket Club 3,Kowloon Cricket Club (KCC),5,08/11/2017,5-0,"['3-1', '3-2', '3-1', '3-1', '3-1']",5,0,15,6
Island Squash Racquet Club,Discovery Bay,HK Squash Centre (HKSC),5,08/11/2017,1-4,"['0-3', '0-3', '1-3', '2-3', '3-0']",1,4,6,12
Island Squash Racquet Club,Global 1,HK Squash Centre (HKSC),6,22/11/2017,2-3,"['2-3', '0-3', '3-1', '3-0', '1-3']",2,3,9,10
That's 3,Discovery Bay,Cornwall Street (CSPSC),6,22/11/2017,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
Runners,Hong Kong Cricket Club 3,Kwun Chung (KCSC),6,22/11/2017,3-2,"['3-1', '0-3', '3-2', '0-3', 'WO']",3,2,9,9
Hong Kong Football Club 6,Perrier Sergio Tacchini KCC 4,Hong Kong Football Club (HKFC),6,22/11/2017,4-1,"['3-0', '3-1', '3-0', '1-3', '3-0']",4,1,13,4
Global 1,That's 3,HK Squash Centre (HKSC),7,29/11/2017,3-2,"['3-1', '0-3', '3-0', '0-3', '3-0']",3,2,9,7
Hong Kong Cricket Club 3,Hong Kong Football Club 6,Hong Kong Cricket Club (HKCC),7,29/11/2017,1-4,"['1-3', '2-3', '3-1', '0-3', '0-3']",1,4,6,13
Perrier Sergio Tacchini KCC 4,Island Squash Racquet Club,Kowloon Cricket Club (KCC),7,29/11/2017,5-0,"['3-1', '3-1', '3-0', '3-2', '3-0']",5,0,15,4
Discovery Bay,Runners,Discovery Bay (DB),7,29/11/2017,2-3,"['3-0', '1-3', '0-3', '2-3', '3-1']",2,3,9,10
Global 1,Discovery Bay,HK Squash Centre (HKSC),8,06/12/2017,2-3,"['0-3', '2-3', '2-3', '3-0', '3-0']",2,3,10,9
Runners,Hong Kong Football Club 6,Kwun Chung (KCSC),8,06/12/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Hong Kong Cricket Club 3,Island Squash Racquet Club,Hong Kong Cricket Club (HKCC),8,06/12/2017,3-2,"['0-3', '3-0', '2-3', '3-1', '3-0']",3,2,11,7
Perrier Sergio Tacchini KCC 4,That's 3,Kowloon Cricket Club (KCC),8,06/12/2017,2-3,"['3-1', '0-3', '2-3', '3-1', '0-3']",2,3,8,11
Global 1,Runners,HK Squash Centre (HKSC),9,13/12/2017,4-1,"['3-2', '3-0', '3-1', '3-1', '2-3']",4,1,14,7
Hong Kong Football Club 6,Island Squash Racquet Club,Hong Kong Football Club (HKFC),9,13/12/2017,2-3,"['3-2', '2-3', '3-0', '2-3', '0-3']",2,3,10,11
That's 3,Hong Kong Cricket Club 3,Cornwall Street (CSPSC),9,13/12/2017,2-3,"['2-3', '0-3', '3-1', '1-3', 'CR']",2,3,6,13
Discovery Bay,Perrier Sergio Tacchini KCC 4,Discovery Bay (DB),9,13/12/2017,2-3,"['3-0', '0-3', '0-3', '0-3', '3-0']",2,3,6,9
Runners,Island Squash Racquet Club,Kwun Chung (KCSC),10,03/01/2018,4-1,"['3-2', '0-3', '3-2', '3-1', '3-0']",4,1,12,8
Hong Kong Cricket Club 3,Discovery Bay,Hong Kong Cricket Club (HKCC),10,03/01/2018,2-3,"['0-3', '1-3', '3-0', '0-3', 'CR']",2,3,4,12
That's 3,Hong Kong Football Club 6,Cornwall Street (CSPSC),10,03/01/2018,0-5,"['0-3', '2-3', '0-3', '0-3', '0-3']",0,5,2,15
Perrier Sergio Tacchini KCC 4,Global 1,Kowloon Cricket Club (KCC),10,03/01/2018,5-0,"['3-1', '3-1', '3-0', '3-0', '3-0']",5,0,15,2
Global 1,Hong Kong Cricket Club 3,HK Squash Centre (HKSC),11,10/01/2018,5-0,"['3-2', '3-0', '3-2', '3-0', '3-0']",5,0,15,4
That's 3,Island Squash Racquet Club,Cornwall Street (CSPSC),11,10/01/2018,2-3,"['0-3', '1-3', '3-1', '2-3', '3-2']",2,3,9,12
Perrier Sergio Tacchini KCC 4,Runners,Kowloon Cricket Club (KCC),11,10/01/2018,5-0,"['3-0', '3-0', '3-0', '3-1', '3-0']",5,0,15,1
Discovery Bay,Hong Kong Football Club 6,Discovery Bay (DB),11,10/01/2018,2-3,"['3-0', '3-0', '0-3', '2-3', '1-3']",2,3,9,9
Discovery Bay,Island Squash Racquet Club,Discovery Bay (DB),12,17/01/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
That's 3,Runners,Cornwall Street (CSPSC),12,17/01/2018,4-1,"['3-0', '3-1', '3-1', '1-3', '3-1']",4,1,13,6
Hong Kong Cricket Club 3,Perrier Sergio Tacchini KCC 4,Hong Kong Cricket Club (HKCC),12,17/01/2018,0-5,"['0-3', '2-3', '0-3', '0-3', '0-3']",0,5,2,15
Hong Kong Football Club 6,Global 1,Hong Kong Football Club (HKFC),12,17/01/2018,4-1,"['2-3', '3-1', '3-0', '3-0', '3-0']",4,1,14,4
Global 1,Island Squash Racquet Club,HK Squash Centre (HKSC),13,24/01/2018,4-1,"['3-1', '3-2', '2-3', '3-1', '3-0']",4,1,14,7
Hong Kong Cricket Club 3,Runners,Hong Kong Cricket Club (HKCC),13,24/01/2018,4-1,"['3-0', '3-1', '2-3', '3-0', 'CR']",4,1,14,4
Hong Kong Football Club 6,Perrier Sergio Tacchini KCC 4,Hong Kong Football Club (HKFC),13,24/01/2018,2-3,"['1-3', '3-1', '2-3', '3-0', '1-3']",2,3,10,10
Discovery Bay,That's 3,Discovery Bay (DB),13,24/01/2018,1-4,"['3-0', '2-3', '0-3', '0-3', '1-3']",1,4,6,12
Island Squash Racquet Club,Perrier Sergio Tacchini KCC 4,HK Squash Centre (HKSC),14,31/01/2018,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
That's 3,Global 1,Cornwall Street (CSPSC),14,31/01/2018,4-1,"['3-0', '3-0', '1-3', '3-1', '3-0']",4,1,13,4
Runners,Discovery Bay,Kwun Chung (KCSC),14,31/01/2018,1-4,"['0-3', '0-3', '0-3', '3-1', 'CR']",1,4,3,13
Hong Kong Cricket Club 3,Hong Kong Football Club 6,Hong Kong Cricket Club (HKCC),14,31/01/2018,1-4,"['3-1', '0-3', '1-3', '0-3', '0-3']",1,4,4,13
Island Squash Racquet Club,Hong Kong Cricket Club 3,HK Squash Centre (HKSC),15,07/02/2018,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12
