Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Spirit 3,GS 2,HK Squash Centre (HKSC),1,13/10/2017,2-3,"['0-3', '0-3', '3-2', '3-0', '0-3']",2,3,6,11
Kinetic 4,DR. SQUASH 1,Tsing Yi (TYSC),1,13/10/2017,0-5,"['0-3', '1-3', '0-3', '1-3', '1-3']",0,5,3,15
SKCSC,The Zero Squash Club 3,Cornwall Street (CSPSC),1,13/10/2017,2-3,"['0-3', '3-2', '3-1', '2-3', '0-3']",2,3,8,12
i-MASK Advance Squash Club 8,Friend Club 6,Cornwall Street (CSPSC),1,13/10/2017,4-1,"['1-3', '3-0', '3-0', '3-0', 'WO']",4,1,13,3
GS 2,DR. SQUASH 1,HK Squash Centre (HKSC),2,20/10/2017,2-3,"['3-0', '3-0', '1-3', '0-3', '0-3']",2,3,7,9
SKCSC,i-MASK Advance Squash Club 8,Cornwall Street (CSPSC),2,20/10/2017,2-3,"['2-3', '1-3', '0-3', '3-0', '3-0']",2,3,9,9
Friend Club 6,Spirit 3,Cornwall Street (CSPSC),2,20/10/2017,0-5,"['0-3', '0-3', 'CR', 'CR', 'CR']",0,5,0,15
Hong Kong Cricket Club Junior 1,The Zero Squash Club 3,Hong Kong Cricket Club (HKCC),2,20/10/2017,0-5,"['1-3', '1-3', '2-3', '0-3', '0-3']",0,5,4,15
DR. SQUASH 1,Friend Club 6,HK Squash Centre (HKSC),3,27/10/2017,3-2,"['2-3', '0-3', '3-1', '3-1', 'WO']",3,2,11,8
Spirit 3,SKCSC,HK Squash Centre (HKSC),3,27/10/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
i-MASK Advance Squash Club 8,Hong Kong Cricket Club Junior 1,Cornwall Street (CSPSC),3,27/10/2017,4-1,"['1-3', '3-0', '3-0', '3-1', '3-0']",4,1,13,4
Kinetic 4,GS 2,Tsing Yi (TYSC),3,27/10/2017,2-3,"['1-3', '1-3', '3-0', '3-0', '0-3']",2,3,8,9
SKCSC,DR. SQUASH 1,Cornwall Street (CSPSC),4,03/11/2017,3-2,"['1-3', '3-1', '1-3', '3-1', '3-0']",3,2,11,8
Friend Club 6,Kinetic 4,Cornwall Street (CSPSC),4,03/11/2017,2-3,"['3-0', '3-0', '0-3', '0-3', 'CR']",2,3,6,9
The Zero Squash Club 3,i-MASK Advance Squash Club 8,Tsing Yi (TYSC),4,03/11/2017,1-4,"['2-3', '1-3', '0-3', '3-1', '2-3']",1,4,8,13
Spirit 3,Hong Kong Cricket Club Junior 1,HK Squash Centre (HKSC),4,03/11/2017,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
DR. SQUASH 1,Hong Kong Cricket Club Junior 1,HK Squash Centre (HKSC),5,10/11/2017,3-2,"['3-0', '3-0', '2-3', '3-0', '0-3']",3,2,11,6
Spirit 3,The Zero Squash Club 3,HK Squash Centre (HKSC),5,10/11/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
GS 2,Friend Club 6,Pei Ho Street (PHSSC),5,10/11/2017,3-2,"['3-1', '3-2', '2-3', '3-1', '1-3']",3,2,12,10
