Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Cricket Club 1,Spirit 1,Hong Kong Cricket Club (HKCC),1,10/10/2017,1-4,"['3-1', '0-3', '2-3', '0-3', '0-3']",1,4,5,13
Hong Kong Football Club 3B,Hong Kong Football Club 3A,Hong Kong Football Club (HKFC),1,10/10/2017,4-1,"['3-1', '1-3', '3-0', '3-1', '3-2']",4,1,13,7
Young Player 5,USRC-FWD 1,Hong Kong Sports Institute (HKSI),1,10/10/2017,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
Hong Kong Cricket Club 1,Friend Club 1,Hong Kong Cricket Club (HKCC),2,17/10/2017,5-0,"['3-0', '3-0', '3-1', '3-0', '3-1']",5,0,15,2
Hong Kong Football Club 3B,Young Player 5,Hong Kong Football Club (HKFC),2,17/10/2017,3-2,"['0-3', '2-3', '3-0', '3-1', '3-2']",3,2,11,9
Spirit 1,USRC-FWD 1,HK Squash Centre (HKSC),2,17/10/2017,4-1,"['0-3', '3-2', '3-0', '3-0', '3-0']",4,1,12,5
Friend Club 1,Spirit 1,Cornwall Street (CSPSC),3,24/10/2017,3-2,"['2-3', '3-1', '2-3', '3-0', '3-2']",3,2,13,9
Hong Kong Cricket Club 1,Young Player 5,Hong Kong Cricket Club (HKCC),3,24/10/2017,3-2,"['3-0', '3-2', '2-3', '3-1', '2-3']",3,2,13,9
USRC-FWD 1,Hong Kong Football Club 3A,United Services Recreation Club (USRC),3,24/10/2017,3-2,"['3-2', '3-1', '0-3', '0-3', '3-2']",3,2,9,11
Hong Kong Football Club 3A,Hong Kong Cricket Club 1,Hong Kong Football Club (HKFC),4,31/10/2017,3-2,"['1-3', '3-1', '1-3', '3-0', '3-1']",3,2,11,8
USRC-FWD 1,Hong Kong Football Club 3B,United Services Recreation Club (USRC),4,31/10/2017,1-4,"['3-0', '1-3', '0-3', '1-3', '0-3']",1,4,5,12
Young Player 5,Friend Club 1,Hong Kong Sports Institute (HKSI),4,31/10/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Spirit 1,Young Player 5,HK Squash Centre (HKSC),5,07/11/2017,4-1,"['3-1', '3-1', '2-3', '3-2', '3-1']",4,1,14,8
Hong Kong Football Club 3A,Friend Club 1,Hong Kong Football Club (HKFC),5,07/11/2017,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
