Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Kinetic 1,HKU 1,HK Squash Centre (HKSC),1,10/10/2017,4-1,"['3-0', '3-1', '1-3', '3-0', '3-0']",4,1,13,4
Head Shatin 2,Fung King 1,Cornwall Street (CSPSC),1,10/10/2017,0-5,"['2-3', '0-3', '0-3', '0-3', '1-3']",0,5,3,15
i-MASK Advance Squash Club 3,Sovereign Group LRC Div 5,Cornwall Street (CSPSC),1,10/10/2017,4-1,"['3-2', '3-1', '3-0', '3-1', '1-3']",4,1,13,7
Friend Club 2,That's 2,Kwun Chung (KCSC),1,10/10/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '1-3']",0,5,1,15
HKU 1,Friend Club 2,HK Squash Centre (HKSC),2,17/10/2017,2-3,"['3-0', '1-3', '0-3', '0-3', '3-1']",2,3,7,10
Fung King 1,Kinetic 1,Cornwall Street (CSPSC),2,17/10/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
i-MASK Advance Squash Club 3,Hong Kong Football Club 5,Cornwall Street (CSPSC),2,17/10/2017,5-0,"['3-0', '3-1', '3-2', '3-0', '3-0']",5,0,15,3
Sovereign Group LRC Div 5,Head Shatin 2,Ladies Recreation Club (LRC),2,17/10/2017,3-2,"['2-3', '3-1', '3-1', '3-1', '1-3']",3,2,12,9
Kinetic 1,Sovereign Group LRC Div 5,HK Squash Centre (HKSC),3,24/10/2017,1-4,"['3-2', '0-3', '0-3', '1-3', '0-3']",1,4,4,14
Hong Kong Football Club 5,Head Shatin 2,Hong Kong Football Club (HKFC),3,24/10/2017,2-3,"['3-1', '3-0', '2-3', '1-3', '2-3']",2,3,11,10
That's 2,HKU 1,Cornwall Street (CSPSC),3,24/10/2017,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2
Friend Club 2,Fung King 1,Kwun Chung (KCSC),3,24/10/2017,1-4,"['1-3', '3-1', '0-3', '0-3', '0-3']",1,4,4,13
i-MASK Advance Squash Club 3,Head Shatin 2,Cornwall Street (CSPSC),4,31/10/2017,5-0,"['3-1', '3-1', '3-1', '3-0', '3-1']",5,0,15,4
Fung King 1,That's 2,Cornwall Street (CSPSC),4,31/10/2017,4-1,"['3-0', '3-0', '3-1', '3-0', '0-3']",4,1,12,4
Hong Kong Football Club 5,Kinetic 1,Hong Kong Football Club (HKFC),4,31/10/2017,4-1,"['1-3', '3-0', '3-0', '3-1', '3-0']",4,1,13,4
Sovereign Group LRC Div 5,Friend Club 2,Ladies Recreation Club (LRC),4,31/10/2017,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0
Kinetic 1,i-MASK Advance Squash Club 3,HK Squash Centre (HKSC),5,07/11/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
HKU 1,Fung King 1,HK Squash Centre (HKSC),5,07/11/2017,0-5,"['1-3', '1-3', '0-3', '1-3', '0-3']",0,5,3,15
That's 2,Sovereign Group LRC Div 5,Cornwall Street (CSPSC),5,07/11/2017,2-3,"['2-3', '0-3', '1-3', '3-0', '3-1']",2,3,9,10
Hong Kong Football Club 5,Friend Club 2,Hong Kong Football Club (HKFC),5,07/11/2017,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
i-MASK Advance Squash Club 3,Friend Club 2,Cornwall Street (CSPSC),6,21/11/2017,4-1,"['3-1', '0-3', '3-2', '3-0', '3-0']",4,1,12,6
Head Shatin 2,Kinetic 1,Cornwall Street (CSPSC),6,21/11/2017,4-1,"['3-0', '3-0', '3-0', '2-3', '3-0']",4,1,14,3
Hong Kong Football Club 5,That's 2,Hong Kong Football Club (HKFC),6,21/11/2017,1-4,"['1-3', '2-3', '0-3', '1-3', '3-2']",1,4,7,14
Sovereign Group LRC Div 5,HKU 1,Ladies Recreation Club (LRC),6,21/11/2017,4-1,"['3-0', '0-3', '3-1', '3-0', '3-0']",4,1,12,4
HKU 1,Hong Kong Football Club 5,HK Squash Centre (HKSC),7,28/11/2017,1-4,"['1-3', '0-3', '0-3', '1-3', '3-2']",1,4,5,14
Fung King 1,Sovereign Group LRC Div 5,Cornwall Street (CSPSC),7,28/11/2017,5-0,"['3-0', '3-1', '3-0', '3-0', '3-2']",5,0,15,3
That's 2,i-MASK Advance Squash Club 3,Cornwall Street (CSPSC),7,28/11/2017,1-4,"['1-3', '0-3', '0-3', '0-3', '3-0']",1,4,4,12
Friend Club 2,Head Shatin 2,Kwun Chung (KCSC),7,28/11/2017,2-3,"['1-3', '3-0', '3-2', '1-3', '0-3']",2,3,8,11
Kinetic 1,Friend Club 2,HK Squash Centre (HKSC),8,05/12/2017,5-0,"['3-1', '3-0', 'CR', 'CR', 'CR']",5,0,15,1
Head Shatin 2,That's 2,Cornwall Street (CSPSC),8,05/12/2017,1-4,"['0-3', '3-1', '0-3', '0-3', '1-3']",1,4,4,13
i-MASK Advance Squash Club 3,HKU 1,Cornwall Street (CSPSC),8,05/12/2017,5-0,"['3-1', '3-0', '3-1', '3-0', '3-1']",5,0,15,3
Hong Kong Football Club 5,Fung King 1,Hong Kong Football Club (HKFC),8,05/12/2017,3-2,"['0-3', '3-0', '0-3', '3-1', '3-1']",3,2,9,8
HKU 1,Head Shatin 2,HK Squash Centre (HKSC),9,12/12/2017,3-2,"['3-0', '3-0', '3-0', '1-3', '1-3']",3,2,11,6
Fung King 1,i-MASK Advance Squash Club 3,Cornwall Street (CSPSC),9,12/12/2017,3-2,"['3-1', '2-3', '3-0', '3-1', '0-3']",3,2,11,8
That's 2,Kinetic 1,Cornwall Street (CSPSC),9,12/12/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Sovereign Group LRC Div 5,Hong Kong Football Club 5,Ladies Recreation Club (LRC),9,12/12/2017,2-3,"['2-3', '3-0', '0-3', '3-0', '2-3']",2,3,10,9
HKU 1,Kinetic 1,HK Squash Centre (HKSC),10,02/01/2018,5-0,"['3-2', '3-0', '3-0', '3-0', '3-0']",5,0,15,2
That's 2,Friend Club 2,Cornwall Street (CSPSC),10,02/01/2018,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0
Fung King 1,Head Shatin 2,Cornwall Street (CSPSC),10,02/01/2018,1-4,"['3-0', '0-3', '0-3', '2-3', '0-3']",1,4,5,12
Sovereign Group LRC Div 5,i-MASK Advance Squash Club 3,Ladies Recreation Club (LRC),10,02/01/2018,2-3,"['1-3', '2-3', '3-1', '3-0', '1-3']",2,3,10,10
Kinetic 1,Fung King 1,HK Squash Centre (HKSC),11,09/01/2018,2-3,"['3-2', '0-3', '3-1', '2-3', '1-3']",2,3,9,12
Head Shatin 2,Sovereign Group LRC Div 5,Cornwall Street (CSPSC),11,09/01/2018,3-2,"['3-1', '3-1', '1-3', '1-3', '3-1']",3,2,11,9
Hong Kong Football Club 5,i-MASK Advance Squash Club 3,Hong Kong Football Club (HKFC),11,09/01/2018,2-3,"['3-0', '0-3', '3-1', '0-3', '0-3']",2,3,6,10
Friend Club 2,HKU 1,Kwun Chung (KCSC),11,09/01/2018,1-4,"['0-3', '3-0', '0-3', '2-3', '0-3']",1,4,5,12
HKU 1,That's 2,HK Squash Centre (HKSC),12,16/01/2018,2-3,"['1-3', '3-2', '3-0', '0-3', '0-3']",2,3,7,11
