Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
American Club - Yacht Club,RICCI HALL OLD BOYS' ASSOCIATION,American Club,1,12/10/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Football Club M2B,Hong Kong Football Club M2A,Hong Kong Football Club (HKFC),1,12/10/2017,3-2,"['0-3', '3-1', '3-1', '3-2', '1-3']",3,2,10,10
Perrier Sergio Tacchini KCC M2,Titlows Master,Kowloon Cricket Club (KCC),1,12/10/2017,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2
Perrier Sergio Tacchini KCC M2,RICCI HALL OLD BOYS' ASSOCIATION,Kowloon Cricket Club (KCC),2,19/10/2017,3-2,"['1-3', '1-3', '3-0', '3-0', '3-0']",3,2,11,6
Hong Kong Football Club M2A,American Club - Yacht Club,Hong Kong Football Club (HKFC),2,19/10/2017,3-2,"['0-3', '3-0', '1-3', '3-2', '3-2']",3,2,10,10
Titlows Master,Discovery Bay Masters 2,MTR Club House (MTRC),2,19/10/2017,0-5,"['1-3', '0-3', '0-3', '0-3', '2-3']",0,5,3,15
RICCI HALL OLD BOYS' ASSOCIATION,Hong Kong Football Club M2B,Masters - Cornwall Street (M - CSPSC),3,26/10/2017,1-4,"['3-1', '0-3', '2-3', '1-3', '0-3']",1,4,6,13
Titlows Master,American Club - Yacht Club,MTR Club House (MTRC),3,26/10/2017,1-4,"['0-3', '0-3', '0-3', '3-0', '1-3']",1,4,4,12
Discovery Bay Masters 2,Perrier Sergio Tacchini KCC M2,Discovery Bay (DB),3,26/10/2017,1-4,"['0-3', '0-3', '0-3', '3-1', '0-3']",1,4,3,13
American Club - Yacht Club,Discovery Bay Masters 2,American Club,4,02/11/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Football Club M2B,Titlows Master,Hong Kong Football Club (HKFC),4,02/11/2017,4-1,"['3-0', '3-0', '2-3', '3-0', '3-0']",4,1,14,3
RICCI HALL OLD BOYS' ASSOCIATION,Hong Kong Football Club M2A,Masters - Cornwall Street (M - CSPSC),4,02/11/2017,1-4,"['3-1', '2-3', '0-3', '0-3', '0-3']",1,4,5,13
Perrier Sergio Tacchini KCC M2,American Club - Yacht Club,Kowloon Cricket Club (KCC),5,09/11/2017,4-1,"['1-3', '3-0', '3-0', '3-0', '3-0']",4,1,13,3
Hong Kong Football Club M2A,Titlows Master,Hong Kong Football Club (HKFC),5,09/11/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Football Club M2B,Discovery Bay Masters 2,Hong Kong Football Club (HKFC),5,09/11/2017,3-2,"['3-0', '3-0', '3-1', '2-3', '2-3']",3,2,13,7
RICCI HALL OLD BOYS' ASSOCIATION,Titlows Master,Masters - Cornwall Street (M - CSPSC),6,23/11/2017,4-1,"['3-2', '3-0', '3-1', '3-2', 'CR']",4,1,15,5
Discovery Bay Masters 2,Hong Kong Football Club M2A,Discovery Bay (DB),6,23/11/2017,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
Hong Kong Football Club M2B,Perrier Sergio Tacchini KCC M2,Hong Kong Football Club (HKFC),6,23/11/2017,0-5,"['0-3', '2-3', '2-3', '0-3', '0-3']",0,5,4,15
American Club - Yacht Club,Hong Kong Football Club M2B,American Club,7,30/11/2017,2-3,"['3-0', '0-3', '0-3', '0-3', '3-2']",2,3,6,11
Hong Kong Football Club M2A,Perrier Sergio Tacchini KCC M2,Hong Kong Football Club (HKFC),7,30/11/2017,2-3,"['1-3', '0-3', '0-3', '3-1', '3-2']",2,3,7,12
Discovery Bay Masters 2,RICCI HALL OLD BOYS' ASSOCIATION,Discovery Bay (DB),7,30/11/2017,1-4,"['1-3', '0-3', '0-3', '1-3', '3-0']",1,4,5,12
RICCI HALL OLD BOYS' ASSOCIATION,American Club - Yacht Club,Masters - Cornwall Street (M - CSPSC),8,07/12/2017,2-3,"['3-1', '2-3', '3-1', '0-3', '0-3']",2,3,8,11
