Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Spirit 4,Giant 4,HK Squash Centre (HKSC),1,13/10/2017,2-3,"['3-1', '0-3', '2-3', '3-0', '2-3']",2,3,10,10
Head Shatin 6,Dr. Squash 2,Cornwall Street (CSPSC),1,13/10/2017,2-3,"['2-3', '3-0', '1-3', '3-1', '0-3']",2,3,9,10
CSD,Kwai Tsing District Squah Club 3,Kwun Chung (KCSC),1,13/10/2017,0-5,"['0-3', '2-3', '0-3', '0-3', '0-3']",0,5,2,15
Fung King 3,Yuen Long JR 2,Wai Tsuen (WTSC),1,13/10/2017,1-4,"['0-3', '2-3', '0-3', '1-3', '3-2']",1,4,6,14
Relay 2,i-Mask Advance Squash Club 13,Yuen Long Jockey Club (YLJCSC),1,13/10/2017,1-4,"['0-3', '0-3', '1-3', '3-2', '0-3']",1,4,4,14
Head Shatin 6,Spirit 4,Cornwall Street (CSPSC),2,20/10/2017,1-4,"['0-3', '1-3', '0-3', '0-3', '3-2']",1,4,4,14
Dr. Squash 2,i-Mask Advance Squash Club 13,Cornwall Street (CSPSC),2,20/10/2017,1-4,"['0-3', '1-3', '3-0', '0-3', '0-3']",1,4,4,12
Kwai Tsing District Squah Club 3,Relay 2,Cornwall Street (CSPSC),2,20/10/2017,2-3,"['3-1', '3-1', '1-3', '1-3', '2-3']",2,3,10,11
Giant 4,Fung King 3,Pei Ho Street (PHSSC),2,20/10/2017,3-2,"['1-3', '3-0', '3-0', '0-3', '3-0']",3,2,10,6
Yuen Long JR 2,CSD,Yuen Long Jockey Club (YLJCSC),2,20/10/2017,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
Spirit 4,Dr. Squash 2,HK Squash Centre (HKSC),3,27/10/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
i-Mask Advance Squash Club 13,Kwai Tsing District Squah Club 3,Cornwall Street (CSPSC),3,27/10/2017,0-5,"['0-3', '1-3', '1-3', '1-3', '0-3']",0,5,3,15
CSD,Giant 4,Kwun Chung (KCSC),3,27/10/2017,1-4,"['1-3', '3-0', '2-3', '0-3', 'WO']",1,4,6,12
Fung King 3,Head Shatin 6,Wai Tsuen (WTSC),3,27/10/2017,3-2,"['3-0', '3-0', '3-0', '1-3', '0-3']",3,2,10,6
Relay 2,Yuen Long JR 2,Yuen Long Jockey Club (YLJCSC),3,27/10/2017,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
Dr. Squash 2,Kwai Tsing District Squah Club 3,Cornwall Street (CSPSC),4,03/11/2017,1-4,"['0-3', '0-3', '0-3', '0-3', '3-0']",1,4,3,12
Head Shatin 6,CSD,Kwun Chung (KCSC),4,03/11/2017,3-2,"['0-3', '3-2', '3-2', '3-0', '0-3']",3,2,9,10
Spirit 4,Fung King 3,HK Squash Centre (HKSC),4,03/11/2017,2-3,"['3-2', '0-3', '0-3', '3-0', '1-3']",2,3,7,11
Giant 4,Relay 2,Pei Ho Street (PHSSC),4,03/11/2017,4-1,"['0-3', '3-0', '3-0', '3-2', '3-0']",4,1,12,5
Yuen Long JR 2,i-Mask Advance Squash Club 13,Yuen Long Jockey Club (YLJCSC),4,03/11/2017,3-2,"['0-3', '3-0', '1-3', '3-0', '3-0']",3,2,10,6
Kwai Tsing District Squah Club 3,Yuen Long JR 2,Cornwall Street (CSPSC),5,10/11/2017,0-5,"['0-3', '1-3', '1-3', '0-3', '0-3']",0,5,2,15
i-Mask Advance Squash Club 13,Giant 4,Cornwall Street (CSPSC),5,10/11/2017,3-2,"['3-0', '3-2', '0-3', '3-0', '2-3']",3,2,11,8
Spirit 4,CSD,HK Squash Centre (HKSC),5,10/11/2017,5-0,"['3-1', '3-1', 'CR', 'CR', 'CR']",5,0,15,2
Fung King 3,Dr. Squash 2,Wai Tsuen (WTSC),5,10/11/2017,4-1,"['3-0', '3-1', '3-0', '3-0', '0-3']",4,1,12,4
Relay 2,Head Shatin 6,Yuen Long Jockey Club (YLJCSC),5,10/11/2017,2-3,"['0-3', '3-0', '0-3', '1-3', '3-0']",2,3,7,9
Head Shatin 6,i-Mask Advance Squash Club 13,Cornwall Street (CSPSC),6,24/11/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '1-3']",0,5,1,15
Yuen Long JR 2,Dr. Squash 2,Yuen Long Jockey Club (YLJCSC),6,24/11/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Spirit 4,Relay 2,HK Squash Centre (HKSC),6,24/11/2017,4-1,"['3-2', '0-3', '3-0', '3-1', '3-0']",4,1,12,6
Giant 4,Kwai Tsing District Squah Club 3,Pei Ho Street (PHSSC),6,24/11/2017,1-4,"['0-3', '3-1', '2-3', '0-3', '1-3']",1,4,6,13
CSD,Fung King 3,Kwun Chung (KCSC),6,24/11/2017,1-4,"['0-3', '0-3', '1-3', '0-3', '3-2']",1,4,4,14
Kwai Tsing District Squah Club 3,Head Shatin 6,Cornwall Street (CSPSC),7,01/12/2017,2-3,"['3-2', '1-3', '3-0', '0-3', '0-3']",2,3,7,11
Giant 4,Yuen Long JR 2,Pei Ho Street (PHSSC),7,01/12/2017,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
i-Mask Advance Squash Club 13,Spirit 4,Cornwall Street (CSPSC),7,01/12/2017,3-2,"['0-3', '3-0', '0-3', '3-1', 'CR']",3,2,9,7
CSD,Dr. Squash 2,Kwun Chung (KCSC),7,01/12/2017,0-5,"['1-3', '1-3', '0-3', 'WO', 'WO']",0,5,2,15
Relay 2,Fung King 3,Yuen Long Jockey Club (YLJCSC),7,01/12/2017,1-4,"['0-3', '0-3', '0-3', '0-3', '3-0']",1,4,3,12
Dr. Squash 2,Giant 4,Cornwall Street (CSPSC),8,08/12/2017,1-4,"['0-3', '3-2', '1-3', '0-3', '0-3']",1,4,4,14
Yuen Long JR 2,Head Shatin 6,Yuen Long Jockey Club (YLJCSC),8,08/12/2017,4-1,"['3-0', '3-0', '3-2', '3-1', '0-3']",4,1,12,6
Spirit 4,Kwai Tsing District Squah Club 3,HK Squash Centre (HKSC),8,08/12/2017,2-3,"['3-0', '1-3', '1-3', '3-0', '1-3']",2,3,9,9
CSD,Relay 2,Kwun Chung (KCSC),8,08/12/2017,4-1,"['3-0', '3-0', '3-0', '3-2', '1-3']",4,1,13,5
Fung King 3,i-Mask Advance Squash Club 13,Wai Tsuen (WTSC),8,08/12/2017,0-5,"['1-3', '0-3', '2-3', '0-3', '1-3']",0,5,4,15
Spirit 4,Yuen Long JR 2,HK Squash Centre (HKSC),9,15/12/2017,3-2,"['2-3', '3-2', '3-0', '3-0', 'CR']",3,2,14,5
i-Mask Advance Squash Club 13,CSD,Pei Ho Street (PHSSC),9,15/12/2017,5-0,"['3-1', '3-1', '3-2', '3-0', '3-0']",5,0,15,4
Kwai Tsing District Squah Club 3,Fung King 3,Kwun Chung (KCSC),9,15/12/2017,3-2,"['0-3', '3-2', '3-2', '1-3', '3-0']",3,2,10,10
Giant 4,Head Shatin 6,Pei Ho Street (PHSSC),9,15/12/2017,3-2,"['3-0', '3-0', '3-0', '0-3', '0-3']",3,2,9,6
Relay 2,Dr. Squash 2,Yuen Long Jockey Club (YLJCSC),9,15/12/2017,2-3,"['0-3', '3-0', '2-3', '3-0', '0-3']",2,3,8,9
Kwai Tsing District Squah Club 3,CSD,Kwun Chung (KCSC),10,05/01/2018,4-1,"['3-0', '1-3', '3-2', '3-0', '3-0']",4,1,13,5
Dr. Squash 2,Head Shatin 6,Cornwall Street (CSPSC),10,05/01/2018,2-3,"['0-3', '0-3', '3-2', '2-3', '3-0']",2,3,8,11
