Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Striking Killers,ZOMA,Yuen Long Jockey Club (YLJCSC),1,10/10/2017,4-1,"['3-2', '3-2', '3-0', '1-3', '3-0']",4,1,13,7
i-Mask Advance Squash Club 12,The Squash Club 4,Cornwall Street (CSPSC),1,10/10/2017,3-2,"['1-3', '3-0', '3-2', '1-3', '3-1']",3,2,11,9
Invader Squash,HKCC Tuesday Night Rockers,Harbour Road (HRSC),1,10/10/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-1']",5,0,15,1
United Services Recreation Club 4,Royal Hong Kong Yacht Club 15,United Services Recreation Club (USRC),1,10/10/2017,5-0,"['3-0', '3-0', '3-1', '3-0', '3-1']",5,0,15,2
Royal Hong Kong Yacht Club 15,Invader Squash,Royal Hong Kong Yacht Club (RHKYC),2,17/10/2017,0-5,"['0-3', '0-3', '2-3', '1-3', '0-3']",0,5,3,15
The Squash Club 4,Striking Killers,Cornwall Street (CSPSC),2,17/10/2017,3-2,"['0-3', '3-1', '3-1', '0-3', '3-1']",3,2,9,9
i-Mask Advance Squash Club 12,HKCC Tuesday Night Rockers,Cornwall Street (CSPSC),2,17/10/2017,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
United Services Recreation Club 4,ZOMA,United Services Recreation Club (USRC),2,17/10/2017,5-0,"['3-0', '3-2', '3-0', '3-0', '3-1']",5,0,15,3
Invader Squash,ZOMA,Harbour Road (HRSC),3,24/10/2017,2-3,"['1-3', '3-1', '0-3', '3-2', '0-3']",2,3,7,12
Striking Killers,United Services Recreation Club 4,Yuen Long Jockey Club (YLJCSC),3,24/10/2017,2-3,"['2-3', '3-1', '1-3', '2-3', '3-1']",2,3,11,11
HKCC Tuesday Night Rockers,The Squash Club 4,Hong Kong Cricket Club (HKCC),3,24/10/2017,0-5,"['1-3', '1-3', '0-3', '0-3', '0-3']",0,5,2,15
Royal Hong Kong Yacht Club 15,i-Mask Advance Squash Club 12,Royal Hong Kong Yacht Club (RHKYC),3,24/10/2017,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
Striking Killers,Invader Squash,Yuen Long Jockey Club (YLJCSC),4,31/10/2017,3-2,"['3-0', '1-3', '3-1', '1-3', '3-2']",3,2,11,9
The Squash Club 4,United Services Recreation Club 4,Cornwall Street (CSPSC),4,31/10/2017,1-4,"['0-3', '0-3', '3-1', '2-3', '0-3']",1,4,5,13
i-Mask Advance Squash Club 12,ZOMA,Cornwall Street (CSPSC),4,31/10/2017,3-2,"['1-3', '3-1', '1-3', '3-0', '3-1']",3,2,11,8
HKCC Tuesday Night Rockers,Royal Hong Kong Yacht Club 15,Hong Kong Cricket Club (HKCC),4,31/10/2017,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2
ZOMA,HKCC Tuesday Night Rockers,Cornwall Street (CSPSC),5,07/11/2017,4-1,"['3-0', '1-3', '3-0', '3-2', '3-0']",4,1,13,5
Striking Killers,i-Mask Advance Squash Club 12,Yuen Long Jockey Club (YLJCSC),5,07/11/2017,4-1,"['3-1', '1-3', '3-0', '3-0', '3-0']",4,1,13,4
Invader Squash,United Services Recreation Club 4,Harbour Road (HRSC),5,07/11/2017,2-3,"['2-3', '0-3', '3-1', '2-3', '3-1']",2,3,10,11
