Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Kwai Tsing District Squash Club 4,ALL ABOUT SQUASH,Cornwall Street (CSPSC),5,02/12/2017,4-1,"['3-0', '3-0', '3-0', '0-3', '3-1']",4,1,12,4
Firebird,i-Mask Advance Squash Club 15,Cornwall Street (CSPSC),5,02/12/2017,1-4,"['2-3', '3-0', '1-3', '0-3', '0-3']",1,4,6,12
Royal,SKYERS,Kwun Chung (KCSC),5,02/12/2017,1-4,"['1-3', '2-3', '1-3', '1-3', 'WO']",1,4,5,15
Yuen Long Jr 3,Vocano,Sir Denys Roberts (SDRSC),5,02/12/2017,2-3,"['3-2', '0-3', '3-0', '0-3', 'CR']",2,3,6,11
Hong Kong Cricket Club Junior 2,Sprouts,Hong Kong Cricket Club (HKCC),5,02/12/2017,5-0,"['WO', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Kwai Tsing District Squash Club 4,Sprouts,Cornwall Street (CSPSC),6,09/12/2017,4-1,"['1-3', '3-2', '3-0', '3-0', '3-2']",4,1,13,7
Spirit 5,Firebird,HK Squash Centre (HKSC),6,09/12/2017,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
SKYERS,ALL ABOUT SQUASH,Cornwall Street (CSPSC),6,09/12/2017,4-1,"['3-0', '3-1', '3-1', '1-3', '3-0']",4,1,13,5
i-Mask Advance Squash Club 15,Yuen Long Jr 3,Cornwall Street (CSPSC),6,09/12/2017,4-1,"['3-0', '3-0', '3-0', '0-3', '3-2']",4,1,12,5
Vocano,Royal,Kwun Chung (KCSC),6,09/12/2017,2-3,"['1-3', '3-0', '3-0', '1-3', '0-3']",2,3,8,9
Hong Kong Cricket Club Junior 2,JAMS,Hong Kong Cricket Club (HKCC),6,09/12/2017,4-1,"['3-1', '3-0', '0-3', '3-1', '3-0']",4,1,12,5
JAMS,Sprouts,HK Squash Centre (HKSC),7,16/12/2017,3-2,"['1-3', '2-3', '3-2', '3-2', '3-2']",3,2,12,12
ALL ABOUT SQUASH,Vocano,HK Squash Centre (HKSC),7,16/12/2017,4-1,"['3-0', '3-1', '2-3', '3-0', 'CR']",4,1,14,4
Firebird,Hong Kong Cricket Club Junior 2,Cornwall Street (CSPSC),7,16/12/2017,1-4,"['3-1', '0-3', 'WO', 'WO', 'WO']",1,4,3,13
Kwai Tsing District Squash Club 4,SKYERS,Cornwall Street (CSPSC),7,16/12/2017,4-1,"['3-1', '3-0', '3-0', '2-3', '3-1']",4,1,14,5
Royal,i-Mask Advance Squash Club 15,Kwun Chung (KCSC),7,16/12/2017,2-3,"['2-3', '2-3', '3-0', '0-3', '3-0']",2,3,10,9
Spirit 5,Yuen Long Jr 3,HK Squash Centre (HKSC),7,16/12/2017,1-4,"['0-3', '3-1', '1-3', 'CR', 'CR']",1,4,4,13
Spirit 5,Royal,HK Squash Centre (HKSC),8,06/01/2018,2-3,"['1-3', '0-3', '3-1', '3-2', '0-3']",2,3,7,12
Sprouts,SKYERS,HK Squash Centre (HKSC),8,06/01/2018,3-2,"['3-0', '0-3', '0-3', '3-2', '3-0']",3,2,9,8
JAMS,Firebird,HK Squash Centre (HKSC),8,06/01/2018,3-2,"['1-3', '0-3', 'CR', '3-0', 'WO']",3,2,10,6
i-Mask Advance Squash Club 15,ALL ABOUT SQUASH,Cornwall Street (CSPSC),8,06/01/2018,3-2,"['3-1', '2-3', '3-1', '3-0', '0-3']",3,2,11,8
Vocano,Kwai Tsing District Squash Club 4,Kwun Chung (KCSC),8,06/01/2018,0-5,"['0-3', '0-3', '0-3', '2-3', '0-3']",0,5,2,15
Yuen Long Jr 3,Hong Kong Cricket Club Junior 2,Sir Denys Roberts (SDRSC),8,06/01/2018,4-1,"['3-1', '3-0', '0-3', '3-0', '3-0']",4,1,12,4
SKYERS,Vocano,HK Squash Centre (HKSC),9,13/01/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
ALL ABOUT SQUASH,Spirit 5,HK Squash Centre (HKSC),9,13/01/2018,2-3,"['3-0', '0-3', '3-2', '0-3', '0-3']",2,3,6,11
Firebird,Sprouts,Cornwall Street (CSPSC),9,13/01/2018,3-2,"['3-0', '3-0', '3-0', '0-3', '0-3']",3,2,9,6
Kwai Tsing District Squash Club 4,i-Mask Advance Squash Club 15,Cornwall Street (CSPSC),9,13/01/2018,2-3,"['1-3', '3-1', '3-0', '0-3', '0-3']",2,3,7,10
Royal,Hong Kong Cricket Club Junior 2,Kwun Chung (KCSC),9,13/01/2018,2-3,"['0-3', '0-3', '3-1', '1-3', '3-2']",2,3,7,12
Yuen Long Jr 3,JAMS,Sir Denys Roberts (SDRSC),9,13/01/2018,3-2,"['3-2', '3-2', '1-3', '3-0', 'CR']",3,2,13,7
JAMS,Royal,HK Squash Centre (HKSC),10,20/01/2018,2-3,"['3-0', '3-0', '0-3', '0-3', '0-3']",2,3,6,9
Vocano,Sprouts,Kwun Chung (KCSC),10,20/01/2018,0-5,"['0-3', '0-3', '0-3', '2-3', '0-3']",0,5,2,15
Spirit 5,Kwai Tsing District Squash Club 4,HK Squash Centre (HKSC),10,20/01/2018,2-3,"['1-3', '0-3', '1-3', '3-0', '3-0']",2,3,8,9
SKYERS,i-Mask Advance Squash Club 15,HK Squash Centre (HKSC),10,20/01/2018,1-4,"['0-3', '0-3', '1-3', '2-3', '3-2']",1,4,6,14
Firebird,Yuen Long Jr 3,HK Squash Centre (HKSC),10,20/01/2018,3-2,"['3-0', '3-0', '3-0', '0-3', 'CR']",3,2,12,3
Hong Kong Cricket Club Junior 2,ALL ABOUT SQUASH,Hong Kong Cricket Club (HKCC),10,20/01/2018,3-2,"['3-1', '3-1', '0-3', '0-3', '3-0']",3,2,9,8
ALL ABOUT SQUASH,JAMS,HK Squash Centre (HKSC),11,27/01/2018,4-1,"['3-0', '3-0', '3-0', '3-0', '2-3']",4,1,14,3
SKYERS,Spirit 5,HK Squash Centre (HKSC),11,27/01/2018,4-1,"['3-1', '3-2', '3-0', '3-1', '0-3']",4,1,12,7
Hong Kong Cricket Club Junior 2,Kwai Tsing District Squash Club 4,Hong Kong Cricket Club (HKCC),11,27/01/2018,4-1,"['0-3', '3-0', '3-2', '3-1', '3-0']",4,1,12,6
Firebird,Royal,Cornwall Street (CSPSC),11,27/01/2018,1-4,"['0-3', '3-0', '0-3', '0-3', '0-3']",1,4,3,12
Vocano,i-Mask Advance Squash Club 15,Kwun Chung (KCSC),11,27/01/2018,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
Sprouts,Yuen Long Jr 3,HK Squash Centre (HKSC),11,27/01/2018,3-2,"['3-1', '1-3', '3-0', '1-3', '3-2']",3,2,11,9
i-Mask Advance Squash Club 15,Sprouts,Kwun Chung (KCSC),12,03/02/2018,4-1,"['0-3', '3-2', '3-1', '3-2', '3-1']",4,1,12,9
Firebird,ALL ABOUT SQUASH,Cornwall Street (CSPSC),12,03/02/2018,2-3,"['3-2', '3-0', 'WO', 'WO', '0-3']",2,3,6,11
SKYERS,Hong Kong Cricket Club Junior 2,HK Squash Centre (HKSC),12,03/02/2018,1-4,"['3-2', '2-3', '1-3', '0-3', '2-3']",1,4,8,14
Kwai Tsing District Squash Club 4,JAMS,Cornwall Street (CSPSC),12,03/02/2018,3-2,"['3-2', '3-0', '0-3', '0-3', '3-0']",3,2,9,8
Royal,Yuen Long Jr 3,Kwun Chung (KCSC),12,03/02/2018,1-4,"['2-3', '1-3', '1-3', '3-1', '0-3']",1,4,7,13
Spirit 5,Vocano,HK Squash Centre (HKSC),12,03/02/2018,5-0,"['3-0', '3-0', 'WO', 'WO', 'WO']",5,0,15,0
Spirit 5,i-Mask Advance Squash Club 15,HK Squash Centre (HKSC),13,10/02/2018,1-4,"['0-3', '1-3', '1-3', '2-3', '3-2']",1,4,7,14
JAMS,SKYERS,HK Squash Centre (HKSC),13,10/02/2018,1-4,"['3-2', '2-3', '1-3', '0-3', '2-3']",1,4,8,14
Firebird,Kwai Tsing District Squash Club 4,Cornwall Street (CSPSC),13,10/02/2018,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
Royal,Sprouts,Kwun Chung (KCSC),13,10/02/2018,3-2,"['1-3', '3-0', '3-0', '1-3', '3-0']",3,2,11,6
Yuen Long Jr 3,ALL ABOUT SQUASH,Sir Denys Roberts (SDRSC),13,10/02/2018,5-0,"['3-0', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
Hong Kong Cricket Club Junior 2,Vocano,Hong Kong Cricket Club (HKCC),13,10/02/2018,5-0,"['3-0', '3-0', 'WO', 'WO', 'WO']",5,0,15,0
SKYERS,Firebird,HK Squash Centre (HKSC),14,03/03/2018,3-2,"['2-3', '0-3', '3-0', 'WO', '3-0']",3,2,11,6
Sprouts,Spirit 5,HK Squash Centre (HKSC),14,03/03/2018,5-0,"['3-0', '3-2', '3-0', '3-0', '3-1']",5,0,15,3
ALL ABOUT SQUASH,Royal,HK Squash Centre (HKSC),14,03/03/2018,2-3,"['3-0', '3-0', '0-3', 'CR', 'CR']",2,3,6,9
Kwai Tsing District Squash Club 4,Yuen Long Jr 3,Cornwall Street (CSPSC),14,03/03/2018,3-2,"['3-0', '3-1', '2-3', '3-2', '0-3']",3,2,11,9
i-Mask Advance Squash Club 15,Hong Kong Cricket Club Junior 2,Cornwall Street (CSPSC),14,03/03/2018,4-1,"['3-1', '3-0', '1-3', '3-0', 'WO']",4,1,13,4
Vocano,JAMS,Kwun Chung (KCSC),14,03/03/2018,0-5,"['0-3', '0-3', '0-3', 'CR', 'CR']",0,5,0,15
JAMS,i-Mask Advance Squash Club 15,HK Squash Centre (HKSC),15,10/03/2018,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
ALL ABOUT SQUASH,Sprouts,HK Squash Centre (HKSC),15,10/03/2018,4-1,"['3-0', '3-1', '3-0', '3-1', '2-3']",4,1,14,5
Vocano,Firebird,Kwun Chung (KCSC),15,10/03/2018,0-5,"['0-3', '0-3', '0-3', 'CR', 'CR']",0,5,0,15
Royal,Kwai Tsing District Squash Club 4,Kwun Chung (KCSC),15,10/03/2018,3-2,"['2-3', '0-3', '3-2', '3-2', '3-0']",3,2,11,10
Yuen Long Jr 3,SKYERS,Sir Denys Roberts (SDRSC),15,10/03/2018,0-5,"['0-3', '2-3', '1-3', '1-3', '2-3']",0,5,6,15
Hong Kong Cricket Club Junior 2,Spirit 5,Hong Kong Cricket Club (HKCC),15,10/03/2018,5-0,"['3-0', '3-0', '3-1', 'WO', 'WO']",5,0,15,1
i-Mask Advance Squash Club 15,Firebird,HK Squash Centre (HKSC),16,17/03/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Sprouts,Hong Kong Cricket Club Junior 2,HK Squash Centre (HKSC),16,17/03/2018,0-5,"['0-3', '0-3', '0-3', '2-3', 'WO']",0,5,2,15
Spirit 5,JAMS,HK Squash Centre (HKSC),16,17/03/2018,0-5,"['0-3', '0-3', '0-3', '1-3', 'CR']",0,5,1,15
SKYERS,Royal,HK Squash Centre (HKSC),16,17/03/2018,2-3,"['3-1', '2-3', '3-1', '0-3', '1-3']",2,3,9,11
ALL ABOUT SQUASH,Kwai Tsing District Squash Club 4,HK Squash Centre (HKSC),16,17/03/2018,0-5,"['0-3', 'WO', 'WO', 'WO', 'WO']",0,5,0,15
Vocano,Yuen Long Jr 3,Kwun Chung (KCSC),16,17/03/2018,1-4,"['0-3', '2-3', '3-0', 'CR', 'CR']",1,4,5,12
Sprouts,Kwai Tsing District Squash Club 4,HK Squash Centre (HKSC),17,24/03/2018,2-3,"['3-0', '0-3', '0-3', '2-3', '3-1']",2,3,8,10
JAMS,Hong Kong Cricket Club Junior 2,HK Squash Centre (HKSC),17,24/03/2018,3-2,"['3-1', '3-0', '0-3', '1-3', 'WO']",3,2,10,7
ALL ABOUT SQUASH,SKYERS,HK Squash Centre (HKSC),17,24/03/2018,4-1,"['1-3', '3-0', '3-1', '3-2', '3-0']",4,1,13,6
Firebird,Spirit 5,Cornwall Street (CSPSC),17,24/03/2018,3-2,"['1-3', '0-3', 'WO', 'WO', 'WO']",3,2,10,6
Royal,Vocano,Kwun Chung (KCSC),17,24/03/2018,5-0,"['3-0', '3-0', 'CR', 'CR', 'CR']",5,0,15,0
Yuen Long Jr 3,i-Mask Advance Squash Club 15,Sir Denys Roberts (SDRSC),17,24/03/2018,1-4,"['0-3', '0-3', '0-3', '1-3', '3-2']",1,4,4,14
SKYERS,Kwai Tsing District Squash Club 4,HK Squash Centre (HKSC),18,14/04/2018,3-2,"['3-0', '1-3', '1-3', '3-0', '3-1']",3,2,11,7
Sprouts,JAMS,HK Squash Centre (HKSC),18,14/04/2018,3-2,"['0-3', '0-3', '3-1', '3-2', '3-0']",3,2,9,9
Yuen Long Jr 3,Spirit 5,Sir Denys Roberts (SDRSC),18,14/04/2018,3-2,"['3-0', '0-3', '0-3', '3-0', 'CR']",3,2,9,6
i-Mask Advance Squash Club 15,Royal,Cornwall Street (CSPSC),18,14/04/2018,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Vocano,ALL ABOUT SQUASH,Kwun Chung (KCSC),18,14/04/2018,0-5,"['0-3', '0-3', '0-3', 'CR', 'CR']",0,5,0,15
Hong Kong Cricket Club Junior 2,Firebird,Hong Kong Cricket Club (HKCC),18,14/04/2018,5-0,"['3-2', '3-1', '3-0', 'WO', 'WO']",5,0,15,3
SKYERS,Sprouts,HK Squash Centre (HKSC),19,21/04/2018,1-4,"['1-3', '3-0', 'WO', '0-3', '0-3']",1,4,4,12
ALL ABOUT SQUASH,i-Mask Advance Squash Club 15,HK Squash Centre (HKSC),19,21/04/2018,0-5,"['0-3', '1-3', '0-3', 'CR', 'CR']",0,5,1,15
Kwai Tsing District Squash Club 4,Vocano,Cornwall Street (CSPSC),19,21/04/2018,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0
Firebird,JAMS,Cornwall Street (CSPSC),19,21/04/2018,0-5,"['WO', 'WO', 'WO', 'WO', 'WO']",0,5,0,15
Royal,Spirit 5,Kwun Chung (KCSC),19,21/04/2018,3-2,"['3-0', '0-3', '1-3', 'CR', 'CR']",3,2,10,6
Hong Kong Cricket Club Junior 2,Yuen Long Jr 3,Hong Kong Cricket Club (HKCC),19,21/04/2018,4-1,"['3-0', '3-0', '1-3', 'CR', 'CR']",4,1,13,3
JAMS,Yuen Long Jr 3,HK Squash Centre (HKSC),20,28/04/2018,0-5,"['1-3', '0-3', '2-3', '0-3', 'CR']",0,5,3,15
Sprouts,Firebird,HK Squash Centre (HKSC),20,28/04/2018,4-1,"['3-0', '0-3', '3-0', '3-1', '3-0']",4,1,12,4
Spirit 5,ALL ABOUT SQUASH,HK Squash Centre (HKSC),20,28/04/2018,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0
i-Mask Advance Squash Club 15,Kwai Tsing District Squash Club 4,Cornwall Street (CSPSC),20,28/04/2018,5-0,"['3-2', '3-1', '3-0', '3-1', '3-0']",5,0,15,4
Vocano,SKYERS,Kwun Chung (KCSC),20,28/04/2018,0-5,"['0-3', '0-3', 'WO', 'WO', 'WO']",0,5,0,15
Hong Kong Cricket Club Junior 2,Royal,Hong Kong Cricket Club (HKCC),20,28/04/2018,5-0,"['3-0', '3-0', '3-0', '3-2', '3-1']",5,0,15,3
i-Mask Advance Squash Club 15,SKYERS,Cornwall Street (CSPSC),21,05/05/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
ALL ABOUT SQUASH,Hong Kong Cricket Club Junior 2,HK Squash Centre (HKSC),21,05/05/2018,0-5,"['1-3', '0-3', 'CR', 'CR', 'CR']",0,5,1,15
Kwai Tsing District Squash Club 4,Spirit 5,Kwun Chung (KCSC),21,05/05/2018,3-2,"['3-0', '3-0', '1-3', '0-3', 'CR']",3,2,10,6
Royal,JAMS,Kwun Chung (KCSC),21,05/05/2018,2-3,"['3-0', '1-3', '1-3', '1-3', '3-0']",2,3,9,9
Sprouts,Vocano,HK Squash Centre (HKSC),21,05/05/2018,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0
Yuen Long Jr 3,Firebird,Sir Denys Roberts (SDRSC),21,05/05/2018,3-2,"['0-3', '1-3', 'CR', 'CR', 'CR']",3,2,10,6
Spirit 5,SKYERS,HK Squash Centre (HKSC),22,12/05/2018,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
Yuen Long Jr 3,Sprouts,Sir Denys Roberts (SDRSC),22,12/05/2018,3-2,"['2-3', '3-0', '3-0', '0-3', '3-1']",3,2,11,7
JAMS,ALL ABOUT SQUASH,HK Squash Centre (HKSC),22,12/05/2018,3-2,"['3-0', '2-3', '1-3', '3-0', 'WO']",3,2,12,6
Royal,Firebird,Kwun Chung (KCSC),22,12/05/2018,5-0,"['3-2', '3-1', '3-0', '3-1', '3-0']",5,0,15,4
i-Mask Advance Squash Club 15,Vocano,Cornwall Street (CSPSC),22,12/05/2018,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0
Kwai Tsing District Squash Club 4,Hong Kong Cricket Club Junior 2,Cornwall Street (CSPSC),22,12/05/2018,2-3,"['3-2', '2-3', '3-0', '0-3', '0-3']",2,3,8,11
