Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Sovereign Group LRC M3,The Hong Kong Jockey Club,Ladies Recreation Club (LRC),8,07/12/2017,4-1,"['3-2', '3-0', '1-3', '3-1', '3-1']",4,1,13,7
JAWS Master,Sovereign Group LRC M3,Masters - HK Squash Centre (M - HKSC),9,14/12/2017,0-5,"['2-3', '0-3', '2-3', '0-3', '0-3']",0,5,4,15
The Hong Kong Jockey Club,Hong Kong Football Club M3A,HKJC Sha Tin Club House (HKJC),9,14/12/2017,2-3,"['1-3', '3-0', '3-2', '0-3', '2-3']",2,3,9,11
USRC M3,Hong Kong Cricket Club M3,United Services Recreation Club (USRC),9,14/12/2017,3-2,"['1-3', '3-0', '3-1', '3-2', '1-3']",3,2,11,9
JAWS Master,USRC M3,Masters - HK Squash Centre (M - HKSC),10,04/01/2018,1-4,"['2-3', '0-3', '3-2', '0-3', '0-3']",1,4,5,14
Hong Kong Football Club M3B,Sovereign Group LRC M3,Hong Kong Football Club (HKFC),10,04/01/2018,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9
The Hong Kong Jockey Club,Hong Kong Cricket Club M3,HKJC Sha Tin Club House (HKJC),10,04/01/2018,2-3,"['1-3', '2-3', '3-0', '3-0', '2-3']",2,3,11,9
Hong Kong Football Club M3B,Hong Kong Cricket Club M3,Hong Kong Football Club (HKFC),11,11/01/2018,1-4,"['0-3', '3-1', '0-3', '1-3', '1-3']",1,4,5,13
Sovereign Group LRC M3,Hong Kong Football Club M3A,Ladies Recreation Club (LRC),11,11/01/2018,2-3,"['3-1', '2-3', '3-0', '0-3', '2-3']",2,3,10,10
USRC M3,The Hong Kong Jockey Club,United Services Recreation Club (USRC),11,11/01/2018,1-4,"['0-3', '3-1', '2-3', '2-3', '2-3']",1,4,9,13
Hong Kong Football Club M3A,Hong Kong Cricket Club M3,Hong Kong Football Club (HKFC),12,18/01/2018,2-3,"['0-3', '2-3', '2-3', '3-0', '3-2']",2,3,10,11
Hong Kong Football Club M3B,USRC M3,Hong Kong Football Club (HKFC),12,18/01/2018,2-3,"['0-3', '3-0', '1-3', '3-1', '0-3']",2,3,7,10
The Hong Kong Jockey Club,JAWS Master,HKJC Sha Tin Club House (HKJC),12,18/01/2018,4-1,"['1-3', '3-0', '3-0', '3-1', '3-1']",4,1,13,5
JAWS Master,Hong Kong Football Club M3B,Masters - HK Squash Centre (M - HKSC),13,25/01/2018,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
Hong Kong Cricket Club M3,Sovereign Group LRC M3,Hong Kong Cricket Club (HKCC),13,25/01/2018,4-1,"['3-2', '3-2', '3-0', '0-3', '3-1']",4,1,12,8
USRC M3,Hong Kong Football Club M3A,United Services Recreation Club (USRC),13,25/01/2018,4-1,"['3-1', '3-2', '3-1', '3-0', '2-3']",4,1,14,7
The Hong Kong Jockey Club,Hong Kong Football Club M3B,HKJC Sha Tin Club House (HKJC),14,01/02/2018,3-2,"['3-2', '2-3', '0-3', '3-0', '3-1']",3,2,11,9
Hong Kong Football Club M3A,JAWS Master,Hong Kong Football Club (HKFC),14,01/02/2018,1-4,"['3-0', '1-3', '1-3', '0-3', '2-3']",1,4,7,12
Sovereign Group LRC M3,USRC M3,Ladies Recreation Club (LRC),14,01/02/2018,3-2,"['3-0', '3-0', '1-3', '3-0', '1-3']",3,2,11,6
JAWS Master,Hong Kong Cricket Club M3,Masters - HK Squash Centre (M - HKSC),15,08/02/2018,3-2,"['1-3', '3-0', '3-1', '3-0', '0-3']",3,2,10,7
Hong Kong Football Club M3B,Hong Kong Football Club M3A,Hong Kong Football Club (HKFC),15,08/02/2018,4-1,"['0-3', '3-0', '3-0', '3-0', '3-2']",4,1,12,5
The Hong Kong Jockey Club,Sovereign Group LRC M3,HKJC Sha Tin Club House (HKJC),15,08/02/2018,2-3,"['3-0', '0-3', '0-3', '1-3', '3-0']",2,3,7,9
Hong Kong Cricket Club M3,USRC M3,Hong Kong Cricket Club (HKCC),16,01/03/2018,3-2,"['3-0', '1-3', '1-3', '3-0', '3-0']",3,2,11,6
Hong Kong Football Club M3A,The Hong Kong Jockey Club,Hong Kong Football Club (HKFC),16,01/03/2018,0-5,"['2-3', '2-3', '1-3', '2-3', '0-3']",0,5,7,15
Sovereign Group LRC M3,JAWS Master,Ladies Recreation Club (LRC),16,01/03/2018,4-1,"['3-0', '1-3', '3-1', '3-0', '3-2']",4,1,13,6
Hong Kong Cricket Club M3,The Hong Kong Jockey Club,Hong Kong Cricket Club (HKCC),17,08/03/2018,3-2,"['3-2', '0-3', '0-3', '3-2', '3-0']",3,2,9,10
Sovereign Group LRC M3,Hong Kong Football Club M3B,Ladies Recreation Club (LRC),17,08/03/2018,2-3,"['0-3', '2-3', '3-2', '1-3', '3-1']",2,3,9,12
USRC M3,JAWS Master,United Services Recreation Club (USRC),17,08/03/2018,3-2,"['3-2', '1-3', '3-1', '2-3', '3-0']",3,2,12,9
Hong Kong Cricket Club M3,Hong Kong Football Club M3B,Hong Kong Cricket Club (HKCC),18,15/03/2018,4-1,"['3-0', '0-3', '3-2', '3-0', '3-0']",4,1,12,5
Hong Kong Football Club M3A,Sovereign Group LRC M3,Hong Kong Football Club (HKFC),18,15/03/2018,0-5,"['0-3', '2-3', '1-3', '0-3', '0-3']",0,5,3,15
The Hong Kong Jockey Club,USRC M3,HKJC Sha Tin Club House (HKJC),18,15/03/2018,1-4,"['3-1', '2-3', '0-3', '2-3', '0-3']",1,4,7,13
JAWS Master,The Hong Kong Jockey Club,Masters - HK Squash Centre (M - HKSC),19,22/03/2018,5-0,"['3-2', '3-0', '3-0', '3-1', '3-0']",5,0,15,3
Hong Kong Football Club M3A,Hong Kong Cricket Club M3,Hong Kong Football Club (HKFC),19,22/03/2018,0-5,"['0-3', '0-3', '1-3', '0-3', '0-3']",0,5,1,15
USRC M3,Hong Kong Football Club M3B,United Services Recreation Club (USRC),19,22/03/2018,5-0,"['3-2', '3-0', '3-0', '3-0', '3-1']",5,0,15,3
Hong Kong Football Club M3A,USRC M3,Hong Kong Football Club (HKFC),20,12/04/2018,2-3,"['3-2', '1-3', '0-3', '0-3', '3-2']",2,3,7,13
Hong Kong Football Club M3B,JAWS Master,Hong Kong Football Club (HKFC),20,12/04/2018,2-3,"['3-1', '0-3', '2-3', '3-1', '1-3']",2,3,9,11
Sovereign Group LRC M3,Hong Kong Cricket Club M3,Ladies Recreation Club (LRC),20,12/04/2018,4-1,"['0-3', '3-0', '3-1', '3-0', '3-0']",4,1,12,4
JAWS Master,Hong Kong Football Club M3A,Masters - HK Squash Centre (M - HKSC),21,19/04/2018,2-3,"['1-3', '3-0', '3-2', '1-3', '1-3']",2,3,9,11
The Hong Kong Jockey Club,Hong Kong Football Club M3B,HKJC Sha Tin Club House (HKJC),21,19/04/2018,4-1,"['3-1', '3-0', '1-3', '3-0', '3-1']",4,1,13,5
USRC M3,Sovereign Group LRC M3,United Services Recreation Club (USRC),21,19/04/2018,3-2,"['0-3', '3-1', '1-3', '3-2', 'CR']",3,2,10,9
