Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Young Player 1,Young Player 2,HK Squash Centre (HKSC),1,12/10/2017,2-1,"['3-0', '3-0', '1-3']",2,1,7,3
Hong Kong Football Club 1,Food Angel,Hong Kong Football Club (HKFC),1,12/10/2017,0-3,"['0-3', '0-3', '1-3']",0,3,1,9
Young Player 2,Food Angel,HK Squash Centre (HKSC),2,19/10/2017,1-2,"['0-3', '0-3', '3-2']",1,2,3,8
Hong Kong Football Club 1,Perrier Sergio Tacchini KCC 1,Hong Kong Football Club (HKFC),2,19/10/2017,3-0,"['3-0', '3-1', '3-2']",3,0,9,3
Hong Kong Football Club 1,Young Player 1,Hong Kong Football Club (HKFC),3,26/10/2017,1-2,"['3-1', '1-3', '1-3']",1,2,5,7
Perrier Sergio Tacchini KCC 1,Food Angel,Kowloon Cricket Club (KCC),3,26/10/2017,2-1,"['0-3', '3-2', '3-1']",2,1,6,6
Young Player 2,Hong Kong Football Club 1,HK Squash Centre (HKSC),4,02/11/2017,0-3,"['0-3', '0-3', '2-3']",0,3,2,9
Young Player 1,Perrier Sergio Tacchini KCC 1,HK Squash Centre (HKSC),4,02/11/2017,0-3,"['0-3', '0-3', '0-3']",0,3,0,9
Food Angel,Young Player 1,HK Squash Centre (HKSC),5,09/11/2017,3-0,"['3-0', '3-0', '3-1']",3,0,9,1
Young Player 2,Perrier Sergio Tacchini KCC 1,HK Squash Centre (HKSC),5,09/11/2017,0-3,"['1-3', '0-3', '2-3']",0,3,3,9
Young Player 2,Young Player 1,HK Squash Centre (HKSC),6,23/11/2017,1-2,"['0-3', '0-3', '3-0']",1,2,3,6
Food Angel,Hong Kong Football Club 1,HK Squash Centre (HKSC),6,23/11/2017,2-1,"['3-1', '2-3', '3-1']",2,1,8,5
Food Angel,Young Player 2,HK Squash Centre (HKSC),7,30/11/2017,2-1,"['3-2', '3-0', '1-3']",2,1,7,5
Perrier Sergio Tacchini KCC 1,Hong Kong Football Club 1,Kowloon Cricket Club (KCC),7,30/11/2017,3-0,"['3-2', '3-1', '3-2']",3,0,9,5
Young Player 1,Hong Kong Football Club 1,HK Squash Centre (HKSC),8,07/12/2017,3-0,"['3-0', '3-1', '3-0']",3,0,9,1
Food Angel,Perrier Sergio Tacchini KCC 1,HK Squash Centre (HKSC),8,07/12/2017,1-2,"['2-3', '3-0', 'WO']",1,2,5,6
Hong Kong Football Club 1,Young Player 2,Hong Kong Football Club (HKFC),9,14/12/2017,3-0,"['3-0', '3-2', '3-0']",3,0,9,2
Perrier Sergio Tacchini KCC 1,Young Player 1,Kowloon Cricket Club (KCC),9,14/12/2017,2-1,"['3-2', '3-0', '1-3']",2,1,7,5
Young Player 1,Food Angel,HK Squash Centre (HKSC),10,04/01/2018,3-0,"['3-0', '3-0', '3-1']",3,0,9,1
Perrier Sergio Tacchini KCC 1,Young Player 2,Kowloon Cricket Club (KCC),10,04/01/2018,3-0,"['3-1', '3-0', '3-0']",3,0,9,1
Young Player 1,Young Player 2,HK Squash Centre (HKSC),11,11/01/2018,1-2,"['3-1', '1-3', '0-3']",1,2,4,7
Food Angel,Hong Kong Football Club 1,HK Squash Centre (HKSC),11,11/01/2018,3-0,"['3-0', '3-0', '3-0']",3,0,9,0
Young Player 2,Food Angel,HK Squash Centre (HKSC),12,18/01/2018,2-1,"['2-3', '3-0', '3-2']",2,1,8,5
Perrier Sergio Tacchini KCC 1,Hong Kong Football Club 1,Kowloon Cricket Club (KCC),12,18/01/2018,3-0,"['3-1', '3-1', '3-1']",3,0,9,3
Hong Kong Football Club 1,Young Player 1,Hong Kong Football Club (HKFC),13,25/01/2018,0-3,"['1-3', '0-3', '0-3']",0,3,1,9
Perrier Sergio Tacchini KCC 1,Food Angel,Kowloon Cricket Club (KCC),13,25/01/2018,0-3,"['0-3', '0-3', '0-3']",0,3,0,9
Young Player 2,Hong Kong Football Club 1,HK Squash Centre (HKSC),14,01/02/2018,1-2,"['0-3', '0-3', '3-0']",1,2,3,6
Young Player 1,Perrier Sergio Tacchini KCC 1,HK Squash Centre (HKSC),14,01/02/2018,1-2,"['3-0', '1-3', '0-3']",1,2,4,6
Food Angel,Young Player 1,HK Squash Centre (HKSC),15,08/02/2018,3-0,"['3-0', '3-1', '3-2']",3,0,9,3
Young Player 2,Perrier Sergio Tacchini KCC 1,HK Squash Centre (HKSC),15,08/02/2018,1-2,"['1-3', '1-3', '3-1']",1,2,5,7
Young Player 2,Young Player 1,HK Squash Centre (HKSC),16,01/03/2018,2-1,"['1-3', '3-1', '3-1']",2,1,7,5
Hong Kong Football Club 1,Food Angel,Hong Kong Football Club (HKFC),16,01/03/2018,2-1,"['3-1', '2-3', '3-0']",2,1,8,4
Food Angel,Young Player 2,HK Squash Centre (HKSC),17,08/03/2018,2-1,"['3-1', '3-0', '1-3']",2,1,7,4
Hong Kong Football Club 1,Perrier Sergio Tacchini KCC 1,Hong Kong Football Club (HKFC),17,08/03/2018,1-2,"['3-2', '1-3', '0-3']",1,2,4,8
Young Player 1,Hong Kong Football Club 1,HK Squash Centre (HKSC),18,15/03/2018,1-2,"['1-3', '2-3', '3-2']",1,2,6,8
Food Angel,Perrier Sergio Tacchini KCC 1,HK Squash Centre (HKSC),18,15/03/2018,1-2,"['1-3', '3-1', '1-3']",1,2,5,7
Hong Kong Football Club 1,Young Player 2,Hong Kong Football Club (HKFC),19,22/03/2018,0-3,"['0-3', '1-3', '2-3']",0,3,3,9
Perrier Sergio Tacchini KCC 1,Young Player 1,Kowloon Cricket Club (KCC),19,22/03/2018,1-2,"['0-3', '1-3', '3-1']",1,2,4,7
Perrier Sergio Tacchini KCC 1,Young Player 2,Kowloon Cricket Club (KCC),20,12/04/2018,2-1,"['3-0', '3-1', '0-3']",2,1,6,4
Young Player 1,Food Angel,HK Squash Centre (HKSC),20,12/04/2018,1-2,"['1-3', '0-3', '3-0']",1,2,4,6
