Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Football Club M1A,Hong Kong Football Club M1B,Hong Kong Football Club (HKFC),1,11/10/2017,2-2,"['1-3', '3-2', '1-3', '3-1']",2,2,8,9
Clearwater Bay,HK Club Gold,Clear Water Bay Club (CWBC),1,11/10/2017,2-2,"['2-3', '1-3', '3-0', '3-2']",2,2,9,8
Hong Kong Football Club M1B,Clearwater Bay,Hong Kong Football Club (HKFC),2,18/10/2017,3-1,"['3-0', '3-1', '1-3', '3-0']",3,1,10,4
HK Club Gold,Hong Kong Cricket Club M1,HK CLUB,2,18/10/2017,3-1,"['0-3', '3-2', '3-2', '3-0']",3,1,9,7
HK Club Gold,Hong Kong Football Club M1A,HK CLUB,3,25/10/2017,2-2,"['2-3', '3-2', '3-0', '1-3']",2,2,9,8
Clearwater Bay,Hong Kong Cricket Club M1,Clear Water Bay Club (CWBC),3,25/10/2017,0-4,"['0-3', '0-3', '0-3', '1-3']",0,4,1,12
Hong Kong Football Club M1B,HK Club Gold,Hong Kong Football Club (HKFC),4,01/11/2017,1-3,"['3-1', '2-3', '1-3', '0-3']",1,3,6,10
Hong Kong Cricket Club M1,Hong Kong Football Club M1A,Hong Kong Cricket Club (HKCC),4,01/11/2017,4-0,"['3-0', '3-2', '3-0', '3-0']",4,0,12,2
Hong Kong Football Club M1A,Clearwater Bay,Hong Kong Football Club (HKFC),5,08/11/2017,4-0,"['3-0', '3-0', '3-0', '3-1']",4,0,12,1
Hong Kong Football Club M1B,Hong Kong Cricket Club M1,Hong Kong Football Club (HKFC),5,08/11/2017,1-3,"['0-3', '0-3', '0-3', '3-2']",1,3,3,11
HK Club Gold,Clearwater Bay,HK CLUB,6,22/11/2017,3-1,"['3-2', '3-0', '2-3', 'CR']",3,1,11,5
Hong Kong Football Club M1B,Hong Kong Football Club M1A,Hong Kong Football Club (HKFC),6,22/11/2017,1-3,"['0-3', '3-2', '0-3', '1-3']",1,3,4,11
Clearwater Bay,Hong Kong Football Club M1B,Clear Water Bay Club (CWBC),7,29/11/2017,2-2,"['3-1', '2-3', '3-0', '0-3']",2,2,8,7
Hong Kong Cricket Club M1,HK Club Gold,Hong Kong Cricket Club (HKCC),7,29/11/2017,3-1,"['3-0', '3-2', '2-3', '3-2']",3,1,11,7
Hong Kong Cricket Club M1,Clearwater Bay,Hong Kong Cricket Club (HKCC),8,06/12/2017,4-0,"['3-0', '3-1', '3-1', '3-0']",4,0,12,2
Hong Kong Football Club M1A,HK Club Gold,Hong Kong Football Club (HKFC),8,06/12/2017,0-4,"['0-3', '0-3', '1-3', '1-3']",0,4,2,12
HK Club Gold,Hong Kong Football Club M1B,HK CLUB,9,13/12/2017,0-4,"['CR', 'CR', 'CR', 'CR']",0,4,0,12
Hong Kong Football Club M1A,Hong Kong Cricket Club M1,Hong Kong Football Club (HKFC),9,13/12/2017,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Clearwater Bay,Hong Kong Football Club M1A,Clear Water Bay Club (CWBC),10,03/01/2018,3-1,"['3-0', '0-3', '3-2', '3-0']",3,1,9,5
Hong Kong Cricket Club M1,Hong Kong Football Club M1B,Hong Kong Cricket Club (HKCC),10,03/01/2018,4-0,"['3-0', '3-2', '3-0', '3-0']",4,0,12,2
Clearwater Bay,HK Club Gold,Clear Water Bay Club (CWBC),11,10/01/2018,2-2,"['3-1', '2-3', '2-3', '3-2']",2,2,10,9
Hong Kong Football Club M1A,Hong Kong Football Club M1B,Hong Kong Football Club (HKFC),11,10/01/2018,3-1,"['3-2', '3-0', '3-1', '1-3']",3,1,10,6
HK Club Gold,Hong Kong Cricket Club M1,HK CLUB,12,17/01/2018,1-3,"['3-1', '0-3', '0-3', 'CR']",1,3,3,10
Hong Kong Football Club M1B,Clearwater Bay,Hong Kong Football Club (HKFC),12,17/01/2018,2-2,"['3-0', '0-3', '3-0', '1-3']",2,2,7,6
Hong Kong Cricket Club M1,Clearwater Bay,Hong Kong Cricket Club (HKCC),13,24/01/2018,4-0,"['3-0', '3-0', '3-0', 'CR']",4,0,12,0
Hong Kong Football Club M1A,HK Club Gold,Hong Kong Football Club (HKFC),13,24/01/2018,1-3,"['2-3', '2-3', '2-3', '3-0']",1,3,9,9
HK Club Gold,Hong Kong Football Club M1B,HK CLUB,14,31/01/2018,4-0,"['3-1', '3-0', '3-0', '3-1']",4,0,12,2
Hong Kong Football Club M1A,Hong Kong Cricket Club M1,Hong Kong Football Club (HKFC),14,31/01/2018,0-4,"['0-3', '1-3', '1-3', '1-3']",0,4,3,12
Clearwater Bay,Hong Kong Football Club M1A,Clear Water Bay Club (CWBC),15,07/02/2018,2-2,"['0-3', '3-1', '1-3', '3-1']",2,2,7,8
Hong Kong Cricket Club M1,Hong Kong Football Club M1B,Hong Kong Cricket Club (HKCC),15,07/02/2018,4-0,"['3-0', '3-0', '3-1', '3-1']",4,0,12,2
HK Club Gold,Clearwater Bay,HK CLUB,16,28/02/2018,3-1,"['2-3', '3-0', '3-0', '3-1']",3,1,11,4
Hong Kong Football Club M1B,Hong Kong Football Club M1A,Hong Kong Football Club (HKFC),16,28/02/2018,2-2,"['3-0', '1-3', '2-3', '3-0']",2,2,9,6
Clearwater Bay,Hong Kong Football Club M1B,Clear Water Bay Club (CWBC),17,07/03/2018,3-1,"['3-0', '3-1', '0-3', '3-0']",3,1,9,4
Hong Kong Cricket Club M1,HK Club Gold,Hong Kong Cricket Club (HKCC),17,07/03/2018,1-3,"['3-2', '2-3', '2-3', '0-3']",1,3,7,11
HK Club Gold,Hong Kong Football Club M1A,HK CLUB,18,14/03/2018,1-3,"['0-3', '0-3', '3-1', '2-3']",1,3,5,10
Clearwater Bay,Hong Kong Cricket Club M1,Clear Water Bay Club (CWBC),18,14/03/2018,1-3,"['0-3', '0-3', '0-3', '3-0']",1,3,3,9
Hong Kong Football Club M1B,HK Club Gold,Hong Kong Football Club (HKFC),19,21/03/2018,1-3,"['2-3', '0-3', '2-3', '3-2']",1,3,7,11
Hong Kong Cricket Club M1,Hong Kong Football Club M1A,Hong Kong Cricket Club (HKCC),19,21/03/2018,2-2,"['0-3', '0-3', '3-0', '3-1']",2,2,6,7
Hong Kong Football Club M1B,Hong Kong Cricket Club M1,Hong Kong Football Club (HKFC),20,11/04/2018,0-4,"['0-3', '1-3', '1-3', '2-3']",0,4,4,12
Hong Kong Football Club M1A,Clearwater Bay,Hong Kong Football Club (HKFC),20,11/04/2018,3-1,"['3-0', '3-1', '3-1', '2-3']",3,1,11,5
