Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
The Zero Squash Club 1,Spirit 2,Cheung Fat (CFSC),1,13/10/2017,1-4,"['3-0', '1-3', '2-3', '0-3', '0-3']",1,4,6,12
GS 1,Graduated,Cornwall Street (CSPSC),1,13/10/2017,5-0,"['3-1', '3-0', '3-1', '3-0', '3-0']",5,0,15,2
i-Mask Advance Squash Club 5,Friend Club 4,Cornwall Street (CSPSC),1,13/10/2017,2-3,"['0-3', '1-3', '3-0', '0-3', '3-0']",2,3,7,9
Giant 3,Yuen Long Squash Club,Pei Ho Street (PHSSC),1,13/10/2017,3-2,"['3-0', '3-0', '2-3', '0-3', '3-1']",3,2,11,7
Hong Kong Football Club 7,WSC NOSET,Hong Kong Football Club (HKFC),1,13/10/2017,4-1,"['3-1', '3-0', '0-3', '3-1', '3-0']",4,1,12,5
Spirit 2,Yuen Long Squash Club,HK Squash Centre (HKSC),2,20/10/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-1']",5,0,15,1
WSC NOSET,The Zero Squash Club 1,HK Squash Centre (HKSC),2,20/10/2017,2-3,"['3-1', '3-1', '1-3', '0-3', '0-3']",2,3,7,11
Graduated,i-Mask Advance Squash Club 5,HK Squash Centre (HKSC),2,20/10/2017,2-3,"['3-1', '3-2', '2-3', '0-3', '0-3']",2,3,8,12
Friend Club 4,Giant 3,Kwun Chung (KCSC),2,20/10/2017,4-1,"['3-0', '0-3', '3-1', '3-0', '3-0']",4,1,12,4
Hong Kong Football Club 7,GS 1,Hong Kong Football Club (HKFC),2,20/10/2017,1-4,"['0-3', '1-3', '3-0', '0-3', '2-3']",1,4,6,12
Spirit 2,Friend Club 4,HK Squash Centre (HKSC),3,27/10/2017,4-1,"['0-3', '3-1', '3-0', '3-0', '3-0']",4,1,12,4
The Zero Squash Club 1,Yuen Long Squash Club,Cheung Fat (CFSC),3,27/10/2017,2-3,"['2-3', '3-0', '0-3', '3-1', '0-3']",2,3,8,10
GS 1,WSC NOSET,Cornwall Street (CSPSC),3,27/10/2017,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
i-Mask Advance Squash Club 5,Hong Kong Football Club 7,Cornwall Street (CSPSC),3,27/10/2017,3-2,"['2-3', '3-2', '3-0', '3-0', '1-3']",3,2,12,8
Giant 3,Graduated,Pei Ho Street (PHSSC),3,27/10/2017,4-1,"['0-3', '3-1', '3-0', '3-0', 'CR']",4,1,12,4
WSC NOSET,Yuen Long Squash Club,HK Squash Centre (HKSC),4,03/11/2017,2-3,"['3-2', '3-1', '0-3', '1-3', 'WO']",2,3,7,12
Graduated,Spirit 2,HK Squash Centre (HKSC),4,03/11/2017,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
Friend Club 4,The Zero Squash Club 1,Cornwall Street (CSPSC),4,03/11/2017,3-2,"['3-0', '2-3', '3-2', '3-0', '0-3']",3,2,11,8
GS 1,i-Mask Advance Squash Club 5,Cornwall Street (CSPSC),4,03/11/2017,5-0,"['3-0', '3-0', '3-0', '3-1', '3-2']",5,0,15,3
Hong Kong Football Club 7,Giant 3,Hong Kong Football Club (HKFC),4,03/11/2017,5-0,"['3-1', '3-0', '3-2', '3-0', '3-0']",5,0,15,3
Spirit 2,Hong Kong Football Club 7,HK Squash Centre (HKSC),5,10/11/2017,3-2,"['3-0', '3-1', '3-0', '0-3', '1-3']",3,2,10,7
i-Mask Advance Squash Club 5,WSC NOSET,HK Squash Centre (HKSC),5,10/11/2017,4-1,"['3-1', '0-3', '3-1', '3-0', '3-0']",4,1,12,5
The Zero Squash Club 1,Graduated,Cornwall Street (CSPSC),5,10/11/2017,4-1,"['1-3', '3-2', '3-2', '3-0', '3-0']",4,1,13,7
Giant 3,GS 1,Pei Ho Street (PHSSC),5,10/11/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Yuen Long Squash Club,Friend Club 4,Yau Oi (YOSC),5,10/11/2017,3-2,"['0-3', '3-2', '3-2', '2-3', 'CR']",3,2,11,10
Graduated,Yuen Long Squash Club,HK Squash Centre (HKSC),6,24/11/2017,2-3,"['3-2', '3-0', '1-3', '0-3', '1-3']",2,3,8,11
WSC NOSET,Friend Club 4,HK Squash Centre (HKSC),6,24/11/2017,0-5,"['0-3', '1-3', '0-3', '1-3', '1-3']",0,5,3,15
GS 1,Spirit 2,Cornwall Street (CSPSC),6,24/11/2017,2-3,"['1-3', '1-3', '3-1', '2-3', '3-0']",2,3,10,10
i-Mask Advance Squash Club 5,Giant 3,Cornwall Street (CSPSC),6,24/11/2017,3-2,"['2-3', '3-0', '3-0', '3-0', '0-3']",3,2,11,6
Hong Kong Football Club 7,The Zero Squash Club 1,Hong Kong Football Club (HKFC),6,24/11/2017,3-2,"['3-0', '3-2', '3-1', '1-3', '1-3']",3,2,11,9
Spirit 2,i-Mask Advance Squash Club 5,HK Squash Centre (HKSC),7,01/12/2017,4-1,"['3-0', '3-0', '3-0', '3-2', '1-3']",4,1,13,5
The Zero Squash Club 1,GS 1,Cornwall Street (CSPSC),7,01/12/2017,1-4,"['1-3', '0-3', '3-2', '0-3', '1-3']",1,4,5,14
Friend Club 4,Graduated,Cornwall Street (CSPSC),7,01/12/2017,4-1,"['3-0', '3-0', '0-3', '3-0', '3-0']",4,1,12,3
WSC NOSET,Giant 3,HK Squash Centre (HKSC),7,01/12/2017,2-3,"['0-3', '0-3', '3-1', '1-3', '3-0']",2,3,7,10
Yuen Long Squash Club,Hong Kong Football Club 7,Yau Oi (YOSC),7,01/12/2017,1-4,"['2-3', '2-3', '3-0', '2-3', '1-3']",1,4,10,12
WSC NOSET,Graduated,HK Squash Centre (HKSC),8,08/12/2017,1-4,"['0-3', '2-3', '2-3', '0-3', '3-0']",1,4,7,12
The Zero Squash Club 1,i-Mask Advance Squash Club 5,Tsing Yi (TYSC),8,08/12/2017,2-3,"['1-3', '1-3', '3-0', '0-3', '3-0']",2,3,8,9
GS 1,Yuen Long Squash Club,Cornwall Street (CSPSC),8,08/12/2017,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Giant 3,Spirit 2,Pei Ho Street (PHSSC),8,08/12/2017,1-4,"['1-3', '0-3', '0-3', '0-3', 'CR']",1,4,1,15
