Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Star River 5,South China Athletic Association,Cornwall Street (CSPSC),1,11/10/2017,5-0,"['3-0', '3-1', '3-1', '3-0', '3-0']",5,0,15,2
Global 2,Perrier Mix,HK Squash Centre (HKSC),1,11/10/2017,3-2,"['3-1', '0-3', '1-3', '3-1', '3-2']",3,2,10,10
NOVICE,Hong Kong Football Club 16,Cornwall Street (CSPSC),1,11/10/2017,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12
ALPHA CUHK 2,MASS,Chinese University of HK (CUHK),1,11/10/2017,3-2,"['1-3', '0-3', '3-0', '3-0', '3-0']",3,2,10,6
Latecomers,Airporterz,HK Squash Centre (HKSC),1,11/10/2017,0-5,"['2-3', '1-3', '0-3', '0-3', '0-3']",0,5,3,15
MASS,NOVICE,Cornwall Street (CSPSC),2,18/10/2017,4-1,"['1-3', '3-0', '3-0', '3-0', '3-0']",4,1,13,3
Star River 5,ALPHA CUHK 2,Cornwall Street (CSPSC),2,18/10/2017,3-2,"['0-3', '0-3', '3-1', '3-0', '3-1']",3,2,9,8
Airporterz,Global 2,Cornwall Street (CSPSC),2,18/10/2017,4-1,"['3-1', '3-1', '0-3', '3-2', '3-0']",4,1,12,7
Latecomers,Hong Kong Football Club 16,HK Squash Centre (HKSC),2,18/10/2017,0-5,"['0-3', '0-3', '0-3', '0-3', 'WO']",0,5,0,15
South China Athletic Association,Perrier Mix,South China Athletic Assocation (SCAA),2,18/10/2017,5-0,"['3-0', '3-1', '3-1', '3-0', 'WO']",5,0,15,2
Global 2,Hong Kong Football Club 16,HK Squash Centre (HKSC),3,25/10/2017,4-1,"['3-1', '1-3', '3-0', '3-2', '3-0']",4,1,13,6
Perrier Mix,Airporterz,HK Squash Centre (HKSC),3,25/10/2017,3-2,"['3-0', '3-0', '0-3', '0-3', '3-0']",3,2,9,6
NOVICE,Star River 5,Cornwall Street (CSPSC),3,25/10/2017,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12
ALPHA CUHK 2,South China Athletic Association,Chinese University of HK (CUHK),3,25/10/2017,2-3,"['3-2', '2-3', '0-3', '0-3', '3-0']",2,3,8,11
Latecomers,MASS,HK Squash Centre (HKSC),3,25/10/2017,0-5,"['1-3', '0-3', '0-3', '1-3', '2-3']",0,5,4,15
