Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Friend Club 8,Mark Six,Cornwall Street (CSPSC),1,12/10/2017,4-1,"['3-0', '0-3', '3-1', '3-0', 'CR']",4,1,12,4
Kinetic 5,ROVERS,HK Squash Centre (HKSC),1,12/10/2017,4-1,"['1-3', '3-0', '3-0', '3-0', '3-0']",4,1,13,3
DS,Tuen Mun Squash Club 2,Kwun Chung (KCSC),1,12/10/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Craigengower Cricket Club,Kwai Tsing District Squash Club 1,Craigergower Cricket Club (CCC),1,12/10/2017,1-4,"['2-3', '0-3', '0-3', '3-1', '1-3']",1,4,6,13
Police 2,BRAVO,Police Sports & Recreation Club (PSRC),1,12/10/2017,1-4,"['1-3', '1-3', '0-3', '3-1', '1-3']",1,4,6,13
Mark Six,i-MASK Advance Squash Club 11,Kwun Chung (KCSC),2,19/10/2017,3-2,"['3-1', '3-0', '0-3', '1-3', '3-1']",3,2,10,8
Kwai Tsing District Squash Club 1,Police 2,Cornwall Street (CSPSC),2,19/10/2017,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2
BRAVO,DS,Cornwall Street (CSPSC),2,19/10/2017,5-0,"['3-0', '3-2', '3-0', '3-0', '3-1']",5,0,15,3
Tuen Mun Squash Club 2,Kinetic 5,Cornwall Street (CSPSC),2,19/10/2017,5-0,"['3-0', '3-0', '3-0', '3-1', '3-0']",5,0,15,1
Kinetic 5,BRAVO,HK Squash Centre (HKSC),3,26/10/2017,2-3,"['0-3', '1-3', '3-2', '3-0', '2-3']",2,3,9,11
ROVERS,Tuen Mun Squash Club 2,Cornwall Street (CSPSC),3,26/10/2017,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
DS,Kwai Tsing District Squash Club 1,Kwun Chung (KCSC),3,26/10/2017,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
Craigengower Cricket Club,i-MASK Advance Squash Club 11,Craigergower Cricket Club (CCC),3,26/10/2017,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
Kwai Tsing District Squash Club 1,Kinetic 5,Cornwall Street (CSPSC),4,02/11/2017,4-1,"['3-1', '1-3', '3-1', '3-0', '3-0']",4,1,13,5
i-MASK Advance Squash Club 11,Police 2,Cornwall Street (CSPSC),4,02/11/2017,5-0,"['3-1', '3-1', '3-1', '3-1', '3-2']",5,0,15,6
BRAVO,ROVERS,Cornwall Street (CSPSC),4,02/11/2017,4-1,"['3-0', '3-0', '3-0', '0-3', '3-0']",4,1,12,3
Friend Club 8,DS,Cornwall Street (CSPSC),4,02/11/2017,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15
Mark Six,Craigengower Cricket Club,Kwun Chung (KCSC),4,02/11/2017,4-1,"['0-3', '3-0', '3-0', 'WO', 'WO']",4,1,12,3
Tuen Mun Squash Club 2,BRAVO,Cornwall Street (CSPSC),5,09/11/2017,3-2,"['1-3', '0-3', '3-1', '3-1', '3-2']",3,2,10,10
