Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M2A,75.0,25.0,66.66666666666666,100.0,66.66666666666666,14
Hong Kong Football Club M2B,50.0,75.0,75.0,50.0,62.5,14
Hong Kong Cricket Club M2B,33.33333333333333,66.66666666666666,66.66666666666666,50.0,54.16666666666666,11
Ladies Recreation Club M2A,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,41.66666666666666,12
Hong Kong Cricket Club M2A,0.0,33.33333333333333,66.66666666666666,33.33333333333333,33.33333333333333,12
Ladies Recreation Club M2B,0.0,75.0,0.0,0.0,18.75,15
