Home Team,Away Team,Venue,Match Week,Date
United Services Recreation Club 1,Hong Kong Football Club 4B,United Services Recreation Club,19,2025-03-25
Hong Kong Cricket Club 3,Sha Tin 2,Hong Kong Cricket Club,19,2025-03-25
Hong Kong Football Club 4A,Kowloon Cricket Club 4,Hong Kong Football Club,19,2025-03-25
X-Alpha 1,NEXUS 2,Cornwall Street Squash Centre,19,2025-03-25
X-Alpha 1,United Services Recreation Club 1,Cornwall Street Squash Centre,20,2025-04-01
Kowloon Cricket Club 4,NEXUS 2,Kowloon Cricket Club,20,2025-04-01
Hong Kong Cricket Club 3,Hong Kong Football Club 4A,Hong Kong Cricket Club,20,2025-04-01
Hong Kong Football Club 4B,Sha Tin 2,Hong Kong Football Club,20,2025-04-01
Kowloon Cricket Club 4,United Services Recreation Club 1,Kowloon Cricket Club,21,2025-04-08
X-Alpha 1,Hong Kong Cricket Club 3,Cornwall Street Squash Centre,21,2025-04-08
NEXUS 2,Hong Kong Football Club 4B,Cornwall Street Squash Centre,21,2025-04-08
Hong Kong Football Club 4A,Sha Tin 2,Hong Kong Football Club,21,2025-04-08
