Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Kowloon Cricket Club 7,Kowloon Cricket Club,3.0,0.0,3.0
Physical Chess 2,Cornwall Street Squash Centre,2.0,0.0,2.0
Twister 2,Cornwall Street Squash Centre,1.0,0.0,1.0
Hong Kong Football Club 7B,Hong Kong Football Club,0.0,2.0,-2.0
The Squash Club 2,Cornwall Street Squash Centre,0.0,3.0,-3.0
Xavier,Cornwall Street Squash Centre,0.0,4.0,-4.0
