Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Hong Kong Cricket Club M1A,Hong Kong Cricket Club,1.0,0.0,1.0
Hong Kong Cricket Club M1B,Hong Kong Cricket Club,0.0,2.0,-2.0
