Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 8,18,17,1,95
Happy Squash 3,18,13,5,70
Vitality Squash 2,18,8,10,51
Fusion Squash Club 3,18,9,9,47
Smart Squash 2,18,7,11,43
Friend Club 7,18,5,13,39
TNG 5,18,4,14,29
