Team,Played,Won,Lost,Points
Star River 1,20,18,2,97
Alpha CUHK,20,15,5,84
i-Mask Advance Squash Club 5,20,12,8,70
Sha Tin Squash Rackets Club Team 4,20,7,13,56
Hong Kong Racketlon Association 2,20,7,13,39
Craigengower Cricket Club,20,1,19,13
