Team,Played,Won,Lost,Points
North District Sports Association 3,21,19,2,100
Kwai Tsing District Squash Club,21,15,6,83
SKYERS,21,14,7,76
Hong Kong Football Club 18,21,13,8,73
Big Fight,21,7,14,52
Fa Yuen Street,21,7,14,47
Fusion Squash Club 4,21,7,14,41
Vitality Squash 3,21,2,19,20
