Team,Played,Won,Lost,Points
LRC Div 19,18,17,1,91
Sha Tin Squash Rackets Club Team 7,18,16,2,84
Hong Kong Cricket Club 7,18,12,6,71
Sergio Tacchini KCC 19,18,11,7,59
Electrifing Squash,18,8,10,43
United Services Recreation Club 4,18,6,12,41
Fusion Squash Club 5,18,5,13,41
Vitality Squash 4,18,8,10,40
YLJR 3,18,4,14,31
i-Mask Advance Squash Club 9,18,3,15,27
