Team,Played,Won,Lost,Points
Hong Kong Football Club 3A,16,13,3,71
Young Player 3B,16,9,7,54
Hong Kong Football Club 3B,16,9,7,49
Young Player 3A,16,5,11,34
Sergio Tacchini KCC 3,16,4,12,26
