Team,Played,Won,Lost,Points
Xavier,16,13,3,73
TOMCAT,16,11,5,61
i-Mask Advance Squash Club 3,16,11,5,58
HKU,16,9,7,52
RELAY,16,7,9,44
Greenfield,16,6,10,43
Friend Club 5,16,4,12,36
Studio Pro,16,6,10,35
MERCURY,16,5,11,29
