Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 4,21,18,3,94
Physical Chess Squash Club Academy 3,21,14,7,76
Kinetic 2,21,12,9,74
Hong Kong Football Club 13,21,12,9,73
Sergio Tacchini KCC 13,21,10,11,60
Banbil,21,9,12,57
Centre Squash,21,6,15,39
Banana,21,3,18,24
