Team,Played,Won,Lost,Points
Hong Kong Football Club L1A,20,18,2,65
Sergio Tacchini KCC L1B,20,14,6,51
Sergio Tacchini KCC L1A,20,12,8,43
Young Player L1,20,7,13,32
Hong Kong Football Club L1B,20,4,16,24
Hong Kong Cricket Club L1,20,5,15,19
