Team,Played,Won,Lost,Points
SKCSC,18,18,0,97
North District Sports Association 2,18,12,6,75
TNG 4,18,13,5,66
Squashathon 1,18,10,8,51
PLZ,18,7,11,36
Yuen Long District Sports Association Limited,18,2,16,26
i-Mask Advance Squash Club 7,18,1,17,18
