Team,Played,Won,Lost,Points
Sergio Tacchini KCC 2B,16,12,4,60
Hong Kong Football Club 2,16,11,5,58
Hong Kong Cricket Club 1,16,7,9,47
Young Player 2,16,6,10,43
Sergio Tacchini KCC 2A,16,4,12,32
