Team,Played,Won,Lost,Points
HKPF Squash Team,18,15,3,79
Boss,18,12,6,68
United Services Recreation Club 3,18,12,6,65
Sergio Tacchini KCC 15,18,6,12,46
Tuen Mun Squash Club,18,6,12,42
Old Squash Fellows,18,6,12,40
Hong Kong Football Club 15,18,6,12,38
