Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 2,16,14,2,76
Physical Chess Squash Club Academy 1,16,13,3,72
Hong Kong Football Club 7B,16,13,3,71
i-Mask Advance Squash Club 1,16,7,9,43
Happy Squash 2,16,7,9,41
TNG 2,16,6,10,40
Hong Kong Football Club 7A,16,7,9,39
YLJR 1,16,4,12,32
Hong Kong Racketlon Association 1,16,1,15,18
