Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club L3C,2,2,0,7,5,1
JESSICA L3,2,1,1,4,3,3
Hong Kong Cricket Club Rockettes,2,1,1,4,3,3
Hong Kong Football Club L3A,2,1,1,4,3,3
Hong Kong Football Club L3B,2,1,1,4,3,3
i-Mask Advance Squash Club L3,2,0,2,1,1,5
