Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M4,2,2,0,10,8,2
Hong Kong Football Club M4A,2,1,1,7,6,4
SKCSC,2,1,1,7,6,4
WAKO,2,1,1,7,6,4
Hong Kong Football Club M4B,2,1,1,6,5,5
Hong Kong Club Blue,2,1,1,5,4,6
Royal Hong Kong Yacht Club M4,2,1,1,5,4,6
Bolton,2,0,2,1,1,9
