Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club L2,2,2,0,8,6,2
Hong Kong Football Club L2B,2,2,0,6,4,4
Hong Kong Football Club L2A,2,1,1,6,5,3
Hong Kong Cricket Club L2,2,1,1,4,3,5
JESSICA L2,2,0,2,4,4,4
Hong Kong Football Club L2C,2,0,2,2,2,6
