Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
Electrify Squash Div 15,Serve - Ivors,HK Squash Centre,4,2024-10-26,3.1581581581581584,2.8418418418418416
Squashathon MeGa,Squash-On,HK Squash Centre,4,2024-10-26,3.046046046046046,2.953953953953954
Fusion Squash Club 3,i-Mask Advance Squash Club 6,HK Squash Centre,4,2024-10-26,3.026026026026026,2.973973973973974
TNG 3,RELAY 2,Cornwall Street Squash Centre,4,2024-10-26,2.938938938938939,3.061061061061061
RELAY 2,Electrify Squash Div 15,Sir Denys Roberts Squash Court,5,2024-11-23,2.945945945945946,3.054054054054054
i-Mask Advance Squash Club 6,TNG 3,Cornwall Street Squash Centre,5,2024-11-23,2.93993993993994,3.06006006006006
Squash-On,Fusion Squash Club 3,HK Squash Centre,5,2024-11-23,2.955955955955956,3.044044044044044
Serve - Ivors,Squashathon MeGa,HK Squash Centre,5,2024-11-23,2.906906906906907,3.093093093093093
Electrify Squash Div 15,Squashathon MeGa,Cornwall Street Squash Centre,6,2024-11-30,3.186186186186186,2.813813813813814
Fusion Squash Club 3,Serve - Ivors,Cornwall Street Squash Centre,6,2024-11-30,2.977977977977978,3.022022022022022
TNG 3,Squash-On,Cornwall Street Squash Centre,6,2024-11-30,3.043043043043043,2.956956956956957
RELAY 2,i-Mask Advance Squash Club 6,Sir Denys Roberts Squash Court,6,2024-11-30,3.1471471471471473,2.8528528528528527
i-Mask Advance Squash Club 6,Electrify Squash Div 15,Cornwall Street Squash Centre,7,2024-12-14,2.7877877877877877,3.2122122122122123
Squash-On,RELAY 2,HK Squash Centre,7,2024-12-14,2.920920920920921,3.079079079079079
Serve - Ivors,TNG 3,HK Squash Centre,7,2024-12-14,3.086086086086086,2.913913913913914
Squashathon MeGa,Fusion Squash Club 3,HK Squash Centre,7,2024-12-14,3.165165165165165,2.834834834834835
Electrify Squash Div 15,Fusion Squash Club 3,HK Squash Centre,8,2025-01-04,3.2532532532532534,2.7467467467467466
Squashathon MeGa,TNG 3,HK Squash Centre,8,2025-01-04,3.07007007007007,2.92992992992993
Serve - Ivors,RELAY 2,HK Squash Centre,8,2025-01-04,2.8668668668668666,3.1331331331331334
Squash-On,i-Mask Advance Squash Club 6,HK Squash Centre,8,2025-01-04,3.026026026026026,2.973973973973974
Squash-On,Electrify Squash Div 15,HK Squash Centre,9,2025-01-11,2.8828828828828827,3.1171171171171173
i-Mask Advance Squash Club 6,Serve - Ivors,Cornwall Street Squash Centre,9,2025-01-11,3.052052052052052,2.947947947947948
RELAY 2,Squashathon MeGa,Sir Denys Roberts Squash Court,9,2025-01-11,3.075075075075075,2.924924924924925
TNG 3,Fusion Squash Club 3,Cornwall Street Squash Centre,9,2025-01-11,3.099099099099099,2.900900900900901
Electrify Squash Div 15,TNG 3,HK Squash Centre,10,2025-01-18,3.1321321321321323,2.8678678678678677
Fusion Squash Club 3,RELAY 2,HK Squash Centre,10,2025-01-18,2.896896896896897,3.103103103103103
Squashathon MeGa,i-Mask Advance Squash Club 6,HK Squash Centre,10,2025-01-18,3.083083083083083,2.916916916916917
