Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Sha Tin 5,20,19.7997799779978,0.2002200220022002,95.11921192119212,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Squash Club 3,20,13.635163516351636,6.364836483648364,76.51195119511951,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOSS,20,12.585858585858587,7.414141414141414,69.31663166316632,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kinetic 3,20,11.414141414141413,8.585858585858587,61.68336833683368,75.52755275527552,0.0,0.0,0.0,75.52755275527552,23.72237223722372,0.7500750075007501,0.0,0.0,0.0,0.0,0.0
Star River 1,20,10.0,10.0,61.0,24.182418241824184,0.0,0.0,0.0,24.182418241824184,74.81748174817481,1.0001000100010002,0.0,0.0,0.0,0.0,0.0
Tuen Mun Squash Club,20,10.364836483648364,9.635163516351636,57.488048804880485,0.29002900290029,0.0,0.0,0.0,0.29002900290029,1.4601460146014602,69.46694669466946,26.982698269826983,1.8001800180018002,0.0,0.0,0.0
Global Squash 2,20,7.637163716371637,12.362836283628363,56.496749674967496,0.0,0.0,0.0,0.0,0.0,0.0,27.022702270227022,48.47484748474847,24.5024502450245,0.0,0.0,0.0
HKCC Tuesday Night Rockers,20,8.62956295629563,11.37043704370437,54.463946394639464,0.0,0.0,0.0,0.0,0.0,0.0,1.76017601760176,24.54245424542454,73.6973697369737,0.0,0.0,0.0
i-Mask Advance Squash Club 4,20,6.370437043704371,13.62956295629563,47.536053605360536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
7NT,20,4.2002200220022,15.7997799779978,39.88078807880788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.71507150715071,49.28492849284928
Invader Squash,20,5.362836283628363,14.637163716371637,39.503250325032504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.28492849284928,50.71507150715071
