Home Team,Away Team,Venue,Match Week,Date
Physical Chess 5,Squashathon One,Cornwall Street Squash Centre,12,2025-02-15
Squashathon One,Sha Tin 7,Cornwall Street Squash Centre,14,2025-03-01
Sha Tin 7,Physical Chess 5,Cornwall Street Squash Centre,17,2025-03-22
