Team Name,Home,Average Home Score,Average Away Score,home_away_diff
United Services Recreation Club M4,United Services Recreation Club,3.8333333333333335,3.0,0.8333333333333335
Hong Kong Football Club M4A,Hong Kong Football Club,3.2,2.75,0.4500000000000002
Hong Kong Football Club M4B,Hong Kong Football Club,3.25,2.8,0.4500000000000002
Bolton,Masters - HK Squash Centre,1.3333333333333333,1.0,0.33333333333333326
WAKO,Masters - Harbour Road Sports Centre,2.3333333333333335,2.2,0.1333333333333333
Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club,2.2,2.3333333333333335,-0.1333333333333333
SKCSC,Masters - Cornwall Street Squash Centre,3.0,3.1666666666666665,-0.16666666666666652
Hong Kong Club Blue,HK CLUB,1.4,2.3333333333333335,-0.9333333333333336
